,Country,Monthly_Sal_EUR,YearsCodePro
24112,Qatar,2412.691775,1
35796,Qatar,14991.25,8
47973,Qatar,2398.6,13
70382,Qatar,2998.25,20
72938,Qatar,1499.125,8
