,Country,Monthly_Sal_EUR,EdLevel
36,United States,10293.991666666667,Bachelor's degree
62,United States,12992.416666666666,Bachelor's degree
75,United States,10493.875,Bachelor's degree
87,United States,9994.166666666666,Doctoral degree
118,United States,13991.833333333332,Bachelor's degree
128,United States,5396.85,Bachelor's degree
129,United States,399.76666666666665,Master's degree
143,United States,19988.333333333332,Bachelor's degree
153,United States,9844.254166666666,Bachelor's degree
155,United States,11493.291666666666,Bachelor's degree
190,United States,6995.916666666666,Master's degree
199,United States,8994.75,Associate degree
206,United States,19288.741666666665,Master's degree
207,United States,5296.908333333333,Bachelor's degree
234,United States,16490.375,Bachelor's degree
240,United States,7395.6833333333325,Bachelor's degree
249,United States,5996.5,Bachelor's degree
278,United States,15990.666666666666,Bachelor's degree
280,United States,18489.208333333332,Bachelor's degree
285,United States,10790.901633333333,Bachelor's degree
292,United States,11993.0,Bachelor's degree
323,United States,11493.291666666666,Master's degree
324,United States,14391.6,Bachelor's degree
334,United States,10493.875,Secondary school
344,United States,11493.291666666666,Associate degree
345,United States,10993.583333333332,Master's degree
347,United States,11993.0,Bachelor's degree
363,United States,6995.916666666666,college/university without bachelor's degree
368,United States,5796.616666666667,college/university without bachelor's degree
377,United States,7395.6833333333325,Bachelor's degree
380,United States,3997.6666666666665,Secondary school
393,United States,6334.802541666666,Associate degree
398,United States,10793.7,Master's degree
432,United States,8994.75,Doctoral degree
433,United States,6696.091666666667,Bachelor's degree
437,United States,19488.625,college/university without bachelor's degree
463,United States,2898.3083333333334,Master's degree
464,United States,16990.083333333332,Associate degree
469,United States,6995.916666666666,Bachelor's degree
473,United States,79.95333333333333,Secondary school
481,United States,8495.041666666666,Bachelor's degree
489,United States,9994.166666666666,Master's degree
491,United States,9194.633333333333,Bachelor's degree
494,United States,13492.125,Master's degree
499,United States,14991.25,Bachelor's degree
500,United States,6496.208333333333,Bachelor's degree
526,United States,219.87166666666667,Doctoral degree
539,United States,18988.916666666664,Master's degree
544,United States,5773.130375000001,Bachelor's degree
545,United States,3997.6666666666665,Bachelor's degree
546,United States,3741.816,Primary/elementary school
560,United States,13292.241666666665,Master's degree
579,United States,14991.25,Master's degree
584,United States,157.40812499999998,college/university without bachelor's degree
587,United States,12492.708333333332,Bachelor's degree
589,United States,9014.738333333333,Bachelor's degree
603,United States,599.65,college/university without bachelor's degree
613,United States,13991.833333333332,Bachelor's degree
619,United States,9794.283333333333,Bachelor's degree
624,United States,7345.7125,Bachelor's degree
639,United States,8195.216666666667,Bachelor's degree
642,United States,10493.875,Doctoral degree
654,United States,13492.125,Bachelor's degree
666,United States,19988.333333333332,Bachelor's degree
669,United States,5796.616666666667,Master's degree
679,United States,17989.5,Bachelor's degree
684,United States,6995.916666666666,Bachelor's degree
687,United States,12992.416666666666,Bachelor's degree
692,United States,191.88799999999998,Bachelor's degree
696,United States,17489.791666666664,Bachelor's degree
707,United States,2498.5416666666665,Professional degree
709,United States,5566.950716666666,college/university without bachelor's degree
715,United States,7195.8,Bachelor's degree
716,United States,10993.583333333332,college/university without bachelor's degree
718,United States,15490.958333333332,Bachelor's degree
728,United States,12492.708333333332,Master's degree
729,United States,6995.916666666666,Bachelor's degree
732,United States,10493.875,college/university without bachelor's degree
751,United States,15590.900000000001,college/university without bachelor's degree
769,United States,89.9475,Master's degree
775,United States,11993.0,Bachelor's degree
776,United States,6646.1208333333325,Bachelor's degree
785,United States,12492.708333333332,Bachelor's degree
805,United States,15990.666666666666,Bachelor's degree
810,United States,6396.266666666666,Bachelor's degree
817,United States,13492.125,Doctoral degree
839,United States,8495.041666666666,Bachelor's degree
846,United States,11993.0,Bachelor's degree
848,United States,15490.958333333332,Master's degree
857,United States,949.4458333333333,college/university without bachelor's degree
874,United States,11493.291666666666,Bachelor's degree
886,United States,19988.333333333332,Bachelor's degree
888,United States,14191.716666666667,Bachelor's degree
889,United States,12492.708333333332,college/university without bachelor's degree
909,United States,17489.791666666664,Master's degree
916,United States,10993.583333333332,Doctoral degree
918,United States,12592.650000000001,Bachelor's degree
942,United States,17489.791666666664,college/university without bachelor's degree
947,United States,18988.916666666664,Bachelor's degree
963,United States,15291.074999999999,Master's degree
970,United States,7495.625,Primary/elementary school
1010,United States,19988.333333333332,college/university without bachelor's degree
1028,United States,9994.166666666666,Bachelor's degree
1029,United States,8027.814375,Bachelor's degree
1030,United States,14991.25,Bachelor's degree
1039,United States,8270.172916666666,Bachelor's degree
1046,United States,17989.5,Bachelor's degree
1057,United States,10993.583333333332,Bachelor's degree
1068,United States,19988.333333333332,Master's degree
1070,United States,14391.6,college/university without bachelor's degree
1077,United States,8295.158333333333,Secondary school
1080,United States,629.932325,Bachelor's degree
1083,United States,9994.166666666666,Bachelor's degree
1101,United States,19988.333333333332,Bachelor's degree
1113,United States,7995.333333333333,Bachelor's degree
1125,United States,16590.316666666666,Master's degree
1128,United States,19988.333333333332,Bachelor's degree
1138,United States,8994.75,Bachelor's degree
1142,United States,6496.208333333333,Bachelor's degree
1150,United States,8894.808333333332,Master's degree
1152,United States,15990.666666666666,Master's degree
1161,United States,19988.333333333332,college/university without bachelor's degree
1168,United States,11993.0,Bachelor's degree
1178,United States,15990.666666666666,Doctoral degree
1187,United States,10493.875,Bachelor's degree
1188,United States,8315.146666666667,Bachelor's degree
1189,United States,8095.275,Bachelor's degree
1191,United States,10593.816666666666,Master's degree
1193,United States,12492.708333333332,Bachelor's degree
1209,United States,19988.333333333332,Master's degree
1220,United States,9294.575,Doctoral degree
1225,United States,7720.49375,Bachelor's degree
1235,United States,6995.916666666666,Associate degree
1251,United States,12952.439999999999,college/university without bachelor's degree
1253,United States,11593.233333333334,Bachelor's degree
1254,United States,10393.933333333332,Bachelor's degree
1306,United States,6496.208333333333,Bachelor's degree
1311,United States,15990.666666666666,college/university without bachelor's degree
1315,United States,6796.033333333334,Bachelor's degree
1316,United States,14391.6,Bachelor's degree
