Country,LanguageWorkedWith,LanguageWorkedWithCount
Croatia,CSS,109.0
Croatia,Clojure,2.0
Croatia,Cobol,1.0
Croatia,CoffeeScript,2.0
Croatia,Delphi/Object Pascal,7.0
Croatia,Erlang,2.0
Croatia,Go,6.0
Croatia,Groovy,11.0
Croatia,HTML,117.0
Croatia,Haskell,4.0
Croatia,Java,72.0
Croatia,JavaScript,122.0
Croatia,Julia,1.0
Croatia,Kotlin,13.0
Croatia,Lua,10.0
Croatia,Matlab,6.0
Croatia,Objective-C,9.0
Croatia,PHP,58.0
Croatia,Perl,1.0
Croatia,Python,58.0
Croatia,R,4.0
Croatia,Ruby,13.0
Croatia,Rust,5.0
Croatia,SQL,95.0
Croatia,Scala,2.0
Croatia,Swift,19.0
Croatia,TypeScript,25.0
Croatia,VB.NET,11.0
Croatia,VBA,10.0
Croatia,Visual Basic 6,9.0
Cuba,Assembly,5.0
Cuba,Bash/Shell,18.0
Cuba,C,10.0
Cuba,C#,30.0
Cuba,C++,26.0
Cuba,CSS,39.0
Cuba,CoffeeScript,1.0
Cuba,Delphi/Object Pascal,4.0
Cuba,F#,3.0
Cuba,Go,1.0
Cuba,Groovy,1.0
Cuba,HTML,40.0
Cuba,Haskell,5.0
Cuba,Java,34.0
Cuba,JavaScript,40.0
Cuba,Matlab,3.0
Cuba,Objective-C,1.0
Cuba,PHP,26.0
Cuba,Python,26.0
Cuba,R,1.0
Cuba,Ruby,2.0
Cuba,SQL,26.0
Cuba,Swift,2.0
Cuba,TypeScript,12.0
Cuba,VB.NET,1.0
Cuba,VBA,1.0
Cyprus,Assembly,5.0
Cyprus,Bash/Shell,16.0
Cyprus,C,7.0
Cyprus,C#,11.0
Cyprus,C++,10.0
Cyprus,CSS,23.0
Cyprus,Clojure,1.0
Cyprus,CoffeeScript,1.0
Cyprus,Go,1.0
Cyprus,HTML,27.0
Cyprus,Java,16.0
Cyprus,JavaScript,27.0
Cyprus,Kotlin,2.0
Cyprus,Lua,1.0
Cyprus,Matlab,6.0
Cyprus,Objective-C,1.0
Cyprus,PHP,14.0
Cyprus,Perl,4.0
Cyprus,Python,13.0
Cyprus,R,5.0
Cyprus,Ruby,2.0
Cyprus,SQL,20.0
Cyprus,Scala,1.0
Cyprus,Swift,2.0
Cyprus,TypeScript,5.0
Cyprus,VB.NET,2.0
Cyprus,VBA,1.0
Cyprus,Visual Basic 6,4.0
Czech Republic,Assembly,41.0
Czech Republic,Bash/Shell,264.0
Czech Republic,C,147.0
Czech Republic,C#,226.0
Czech Republic,C++,171.0
Czech Republic,CSS,350.0
Czech Republic,Clojure,13.0
Czech Republic,Cobol,2.0
Czech Republic,CoffeeScript,16.0
Czech Republic,Delphi/Object Pascal,23.0
Czech Republic,Erlang,4.0
Czech Republic,F#,18.0
Czech Republic,Go,21.0
Czech Republic,Groovy,33.0
Czech Republic,HTML,363.0
Czech Republic,Haskell,20.0
Czech Republic,Java,252.0
Czech Republic,JavaScript,371.0
Czech Republic,Julia,5.0
Czech Republic,Kotlin,26.0
Czech Republic,Lua,39.0
Czech Republic,Matlab,28.0
Czech Republic,Objective-C,25.0
Czech Republic,Ocaml,2.0
Czech Republic,PHP,188.0
Czech Republic,Perl,31.0
Czech Republic,Python,228.0
Czech Republic,R,42.0
Czech Republic,Ruby,36.0
Czech Republic,Rust,15.0
Czech Republic,SQL,334.0
Czech Republic,Scala,16.0
Czech Republic,Swift,30.0
Czech Republic,TypeScript,101.0
Czech Republic,VB.NET,18.0
Czech Republic,VBA,25.0
Czech Republic,Visual Basic 6,15.0
C̫te d'Ivoire,Assembly,1.0
C̫te d'Ivoire,Bash/Shell,1.0
C̫te d'Ivoire,C,1.0
C̫te d'Ivoire,C#,1.0
C̫te d'Ivoire,C++,1.0
C̫te d'Ivoire,CSS,6.0
C̫te d'Ivoire,Delphi/Object Pascal,1.0
C̫te d'Ivoire,HTML,6.0
C̫te d'Ivoire,Java,5.0
C̫te d'Ivoire,JavaScript,5.0
C̫te d'Ivoire,Matlab,1.0
C̫te d'Ivoire,PHP,5.0
C̫te d'Ivoire,Python,2.0
C̫te d'Ivoire,SQL,3.0
C̫te d'Ivoire,TypeScript,1.0
C̫te d'Ivoire,VB.NET,1.0
C̫te d'Ivoire,VBA,1.0
C̫te d'Ivoire,Visual Basic 6,1.0
Democratic Republic of the Congo,Assembly,1.0
Democratic Republic of the Congo,Bash/Shell,2.0
Democratic Republic of the Congo,C,4.0
Democratic Republic of the Congo,C#,3.0
Democratic Republic of the Congo,C++,3.0
Democratic Republic of the Congo,CSS,4.0
Democratic Republic of the Congo,Delphi/Object Pascal,2.0
Democratic Republic of the Congo,Groovy,2.0
Democratic Republic of the Congo,HTML,4.0
Democratic Republic of the Congo,Java,3.0
Democratic Republic of the Congo,JavaScript,4.0
Democratic Republic of the Congo,Matlab,1.0
Democratic Republic of the Congo,PHP,3.0
Democratic Republic of the Congo,Perl,1.0
Democratic Republic of the Congo,Python,2.0
Democratic Republic of the Congo,Ruby,1.0
Democratic Republic of the Congo,SQL,2.0
Democratic Republic of the Congo,VB.NET,1.0
Democratic Republic of the Congo,VBA,1.0
Democratic Republic of the Congo,Visual Basic 6,2.0
Denmark,Assembly,30.0
Denmark,Bash/Shell,208.0
Denmark,C,86.0
Denmark,C#,269.0
Denmark,C++,90.0
Denmark,CSS,338.0
Denmark,Clojure,7.0
Denmark,Cobol,3.0
Denmark,CoffeeScript,17.0
Denmark,Delphi/Object Pascal,17.0
Denmark,Erlang,9.0
Denmark,F#,26.0
Denmark,Go,35.0
Denmark,Groovy,18.0
Denmark,HTML,353.0
Denmark,Haskell,15.0
Denmark,Java,162.0
Denmark,JavaScript,357.0
Denmark,Julia,5.0
Denmark,Kotlin,18.0
Denmark,Lua,28.0
Denmark,Matlab,36.0
Denmark,Objective-C,34.0
Denmark,Ocaml,4.0
Denmark,PHP,123.0
Denmark,Perl,17.0
Denmark,Python,186.0
Denmark,R,37.0
Denmark,Ruby,41.0
Denmark,Rust,15.0
Denmark,SQL,304.0
Denmark,Scala,21.0
Denmark,Swift,54.0
Denmark,TypeScript,102.0
Denmark,VB.NET,14.0
Denmark,VBA,27.0
Denmark,Visual Basic 6,8.0
Dominica,C++,1.0
Dominica,CSS,1.0
Dominica,CoffeeScript,1.0
Dominica,HTML,1.0
Dominican Republic,Assembly,3.0
Dominican Republic,Bash/Shell,16.0
Dominican Republic,C,9.0
Dominican Republic,C#,52.0
Dominican Republic,C++,15.0
Dominican Republic,CSS,55.0
Dominican Republic,Clojure,1.0
Dominican Republic,Cobol,1.0
Dominican Republic,CoffeeScript,2.0
Dominican Republic,Delphi/Object Pascal,8.0
Dominican Republic,F#,2.0
Dominican Republic,Go,3.0
Dominican Republic,Groovy,2.0
Dominican Republic,HTML,61.0
Dominican Republic,Hack,1.0
Dominican Republic,Java,38.0
Dominican Republic,JavaScript,66.0
Dominican Republic,Kotlin,2.0
Dominican Republic,Lua,1.0
Dominican Republic,Matlab,3.0
Dominican Republic,Objective-C,2.0
Dominican Republic,PHP,30.0
Dominican Republic,Python,19.0
Dominican Republic,R,1.0
Dominican Republic,Ruby,9.0
Dominican Republic,SQL,55.0
Dominican Republic,Scala,2.0
Dominican Republic,Swift,5.0
Dominican Republic,TypeScript,20.0
Dominican Republic,VB.NET,9.0
Dominican Republic,VBA,1.0
Dominican Republic,Visual Basic 6,2.0
Ecuador,Bash/Shell,8.0
Ecuador,C,6.0
Ecuador,C#,14.0
Ecuador,C++,9.0
Ecuador,CSS,34.0
Ecuador,CoffeeScript,1.0
Ecuador,Delphi/Object Pascal,3.0
Ecuador,F#,1.0
Ecuador,Go,2.0
Ecuador,Groovy,2.0
Ecuador,HTML,37.0
Ecuador,Haskell,1.0
Ecuador,Java,31.0
Ecuador,JavaScript,33.0
Ecuador,Kotlin,3.0
Ecuador,Matlab,4.0
Ecuador,Objective-C,4.0
Ecuador,PHP,22.0
Ecuador,Python,15.0
Ecuador,R,1.0
Ecuador,Ruby,4.0
Ecuador,SQL,33.0
Ecuador,Scala,1.0
Ecuador,Swift,5.0
Ecuador,TypeScript,9.0
Ecuador,VB.NET,6.0
Ecuador,VBA,1.0
Ecuador,Visual Basic 6,7.0
Egypt,Assembly,31.0
Egypt,Bash/Shell,55.0
Egypt,C,61.0
Egypt,C#,95.0
Egypt,C++,86.0
Egypt,CSS,155.0
Egypt,Clojure,1.0
Egypt,CoffeeScript,6.0
Egypt,Delphi/Object Pascal,2.0
Egypt,F#,1.0
Egypt,Go,13.0
Egypt,Groovy,6.0
Egypt,HTML,170.0
Egypt,Hack,2.0
Egypt,Haskell,7.0
Egypt,Java,108.0
Egypt,JavaScript,167.0
Egypt,Julia,3.0
Egypt,Kotlin,15.0
Egypt,Lua,9.0
Egypt,Matlab,29.0
Egypt,Objective-C,14.0
Egypt,Ocaml,1.0
Egypt,PHP,86.0
Egypt,Perl,3.0
Egypt,Python,90.0
Egypt,R,10.0
Egypt,Ruby,19.0
Egypt,Rust,2.0
Egypt,SQL,145.0
Egypt,Scala,7.0
Egypt,Swift,25.0
Egypt,TypeScript,46.0
Egypt,VB.NET,14.0
Egypt,VBA,7.0
Egypt,Visual Basic 6,9.0
El Salvador,Assembly,3.0
El Salvador,Bash/Shell,7.0
El Salvador,C,7.0
El Salvador,C#,18.0
El Salvador,C++,5.0
El Salvador,CSS,25.0
El Salvador,CoffeeScript,1.0
El Salvador,HTML,27.0
El Salvador,Java,22.0
El Salvador,JavaScript,27.0
El Salvador,Matlab,2.0
El Salvador,Objective-C,2.0
El Salvador,PHP,14.0
El Salvador,Perl,1.0
El Salvador,Python,11.0
El Salvador,R,1.0
El Salvador,Ruby,5.0
El Salvador,SQL,23.0
El Salvador,Scala,3.0
El Salvador,Swift,3.0
El Salvador,TypeScript,5.0
El Salvador,VB.NET,8.0
El Salvador,VBA,4.0
El Salvador,Visual Basic 6,5.0
Eritrea,Java,1.0
Eritrea,SQL,1.0
Estonia,Assembly,7.0
Estonia,Bash/Shell,67.0
Estonia,C,26.0
Estonia,C#,33.0
Estonia,C++,28.0
Estonia,CSS,98.0
Estonia,Clojure,1.0
Estonia,CoffeeScript,3.0
Estonia,Delphi/Object Pascal,4.0
Estonia,Erlang,1.0
Estonia,F#,5.0
Estonia,Go,14.0
Estonia,Groovy,8.0
Estonia,HTML,101.0
Estonia,Haskell,5.0
Estonia,Java,65.0
Estonia,JavaScript,109.0
Estonia,Kotlin,9.0
Estonia,Lua,5.0
Estonia,Matlab,2.0
Estonia,Objective-C,7.0
Estonia,PHP,53.0
Estonia,Perl,5.0
Estonia,Python,70.0
Estonia,R,12.0
Estonia,Ruby,19.0
Estonia,Rust,1.0
Estonia,SQL,89.0
Estonia,Scala,7.0
Estonia,Swift,10.0
Estonia,TypeScript,26.0
Estonia,VB.NET,1.0
Estonia,VBA,3.0
Estonia,Visual Basic 6,2.0
Ethiopia,Assembly,2.0
Ethiopia,Bash/Shell,9.0
Ethiopia,C,5.0
Ethiopia,C#,12.0
Ethiopia,C++,12.0
Ethiopia,CSS,25.0
Ethiopia,Cobol,1.0
Ethiopia,Delphi/Object Pascal,1.0
Ethiopia,Groovy,5.0
Ethiopia,HTML,30.0
Ethiopia,Java,28.0
Ethiopia,JavaScript,25.0
Ethiopia,Kotlin,2.0
Ethiopia,Matlab,1.0
Ethiopia,Ocaml,1.0
Ethiopia,PHP,14.0
Ethiopia,Perl,1.0
Ethiopia,Python,15.0
Ethiopia,R,2.0
Ethiopia,Ruby,2.0
Ethiopia,Rust,1.0
Ethiopia,SQL,22.0
Ethiopia,Scala,1.0
Ethiopia,TypeScript,5.0
Ethiopia,VB.NET,3.0
Ethiopia,VBA,1.0
Ethiopia,Visual Basic 6,1.0
Fiji,Assembly,1.0
Fiji,Bash/Shell,2.0
Fiji,C,2.0
Fiji,C#,4.0
Fiji,C++,2.0
Fiji,CSS,6.0
Fiji,Clojure,1.0
Fiji,Cobol,1.0
Fiji,CoffeeScript,1.0
Fiji,Delphi/Object Pascal,1.0
Fiji,Erlang,1.0
Fiji,F#,1.0
Fiji,Groovy,1.0
Fiji,HTML,5.0
Fiji,Haskell,1.0
Fiji,Java,3.0
Fiji,JavaScript,4.0
Fiji,Julia,1.0
Fiji,Kotlin,1.0
Fiji,Lua,1.0
Fiji,Matlab,2.0
Fiji,Objective-C,2.0
Fiji,Ocaml,1.0
Fiji,PHP,3.0
Fiji,Perl,1.0
Fiji,Python,1.0
Fiji,R,1.0
Fiji,Ruby,1.0
Fiji,Rust,1.0
Fiji,SQL,5.0
Fiji,Scala,1.0
Fiji,Swift,1.0
Fiji,VB.NET,1.0
Fiji,VBA,2.0
Fiji,Visual Basic 6,1.0
Finland,Assembly,19.0
Finland,Bash/Shell,191.0
Finland,C,89.0
Finland,C#,142.0
Finland,C++,100.0
Finland,CSS,287.0
Finland,Clojure,21.0
Finland,Cobol,1.0
Finland,CoffeeScript,19.0
Finland,Delphi/Object Pascal,11.0
Finland,Erlang,4.0
Finland,F#,6.0
Finland,Go,31.0
Finland,Groovy,16.0
Finland,HTML,302.0
Finland,Haskell,10.0
Finland,Java,174.0
Finland,JavaScript,303.0
Finland,Julia,3.0
Finland,Kotlin,20.0
Finland,Lua,20.0
Finland,Matlab,23.0
Finland,Objective-C,20.0
Finland,Ocaml,1.0
Finland,PHP,119.0
Finland,Perl,23.0
Finland,Python,193.0
Finland,R,25.0
Finland,Ruby,45.0
Finland,Rust,17.0
Finland,SQL,243.0
Finland,Scala,39.0
Finland,Swift,22.0
Finland,TypeScript,84.0
Finland,VB.NET,18.0
Finland,VBA,15.0
Finland,Visual Basic 6,12.0
France,Assembly,160.0
France,Bash/Shell,980.0
France,C,561.0
France,C#,535.0
France,C++,549.0
France,CSS,1305.0
France,Clojure,29.0
France,Cobol,18.0
France,CoffeeScript,57.0
France,Delphi/Object Pascal,43.0
France,Erlang,20.0
France,F#,27.0
France,Go,155.0
France,Groovy,94.0
France,HTML,1342.0
France,Hack,3.0
France,Haskell,49.0
France,Java,912.0
France,JavaScript,1380.0
France,Julia,8.0
France,Kotlin,74.0
France,Lua,80.0
France,Matlab,134.0
France,Objective-C,107.0
France,Ocaml,67.0
France,PHP,735.0
France,Perl,99.0
France,Python,838.0
France,R,136.0
France,Ruby,189.0
France,Rust,68.0
France,SQL,1102.0
France,Scala,128.0
France,Swift,125.0
France,TypeScript,388.0
France,VB.NET,97.0
France,VBA,109.0
France,Visual Basic 6,51.0
Gabon,CSS,2.0
Gabon,Delphi/Object Pascal,1.0
Gabon,HTML,2.0
Gabon,Java,3.0
Gabon,JavaScript,2.0
Gabon,PHP,2.0
Gabon,SQL,2.0
Gabon,Scala,1.0
Gabon,VB.NET,1.0
Gambia,Bash/Shell,1.0
Gambia,C#,1.0
Gambia,CSS,2.0
Gambia,HTML,2.0
Gambia,Java,1.0
Gambia,JavaScript,2.0
Gambia,PHP,2.0
Gambia,SQL,2.0
Gambia,VB.NET,1.0
Gambia,VBA,1.0
Georgia,Assembly,4.0
Georgia,Bash/Shell,14.0
Georgia,C,10.0
Georgia,C#,21.0
Georgia,C++,10.0
Georgia,CSS,40.0
Georgia,Clojure,1.0
Georgia,Delphi/Object Pascal,1.0
Georgia,Go,1.0
Georgia,Groovy,2.0
Georgia,HTML,40.0
Georgia,Java,18.0
Georgia,JavaScript,39.0
Georgia,Kotlin,4.0
Georgia,Lua,1.0
Georgia,Matlab,1.0
Georgia,Objective-C,2.0
Georgia,PHP,20.0
Georgia,Perl,2.0
Georgia,Python,16.0
Georgia,R,1.0
Georgia,Ruby,1.0
Georgia,SQL,31.0
Georgia,Scala,1.0
Georgia,Swift,1.0
Georgia,TypeScript,11.0
Germany,Assembly,419.0
Germany,Bash/Shell,2427.0
Germany,C,1249.0
Germany,C#,1554.0
Germany,C++,1486.0
Germany,CSS,3013.0
Germany,Clojure,74.0
Germany,Cobol,38.0
Germany,CoffeeScript,163.0
Germany,Delphi/Object Pascal,184.0
Germany,Erlang,56.0
Germany,F#,49.0
Germany,Go,427.0
Germany,Groovy,279.0
Germany,HTML,3193.0
Germany,Hack,8.0
Germany,Haskell,201.0
Germany,Java,2624.0
Germany,JavaScript,3161.0
Germany,Julia,36.0
Germany,Kotlin,299.0
Germany,Lua,261.0
Germany,Matlab,345.0
Germany,Objective-C,309.0
Germany,Ocaml,31.0
Germany,PHP,1605.0
Germany,Perl,268.0
Germany,Python,1986.0
Germany,R,338.0
Germany,Ruby,441.0
Germany,Rust,188.0
Germany,SQL,2640.0
Germany,Scala,269.0
Germany,Swift,361.0
Germany,TypeScript,885.0
Germany,VB.NET,264.0
Germany,VBA,330.0
Germany,Visual Basic 6,134.0
Ghana,Bash/Shell,14.0
Ghana,C,1.0
Ghana,C#,10.0
Ghana,C++,9.0
Ghana,CSS,44.0
Ghana,Go,5.0
Ghana,Groovy,1.0
Ghana,HTML,44.0
Ghana,Java,25.0
Ghana,JavaScript,39.0
Ghana,Kotlin,5.0
Ghana,Lua,1.0
Ghana,Matlab,3.0
Ghana,Objective-C,2.0
Ghana,PHP,26.0
Ghana,Python,27.0
Ghana,R,2.0
Ghana,Ruby,5.0
Ghana,SQL,23.0
Ghana,Scala,1.0
Ghana,Swift,3.0
Ghana,TypeScript,7.0
Ghana,VB.NET,6.0
Ghana,VBA,3.0
Ghana,Visual Basic 6,3.0
Greece,Assembly,47.0
Greece,Bash/Shell,145.0
Greece,C,113.0
Greece,C#,119.0
Greece,C++,97.0
Greece,CSS,253.0
Greece,Clojure,6.0
Greece,Cobol,7.0
Greece,CoffeeScript,8.0
Greece,Delphi/Object Pascal,20.0
Greece,Erlang,6.0
Greece,F#,2.0
Greece,Go,17.0
Greece,Groovy,10.0
Greece,HTML,270.0
Greece,Hack,1.0
Greece,Haskell,10.0
Greece,Java,204.0
Greece,JavaScript,258.0
Greece,Julia,3.0
Greece,Kotlin,9.0
Greece,Lua,11.0
Greece,Matlab,50.0
Greece,Objective-C,19.0
Greece,Ocaml,3.0
Greece,PHP,145.0
Greece,Perl,18.0
Greece,Python,143.0
Greece,R,27.0
Greece,Ruby,33.0
Greece,Rust,3.0
Greece,SQL,233.0
Greece,Scala,14.0
Greece,Swift,15.0
Greece,TypeScript,47.0
Greece,VB.NET,22.0
Greece,VBA,14.0
Greece,Visual Basic 6,16.0
Grenada,C#,1.0
Grenada,CSS,1.0
Grenada,HTML,1.0
Grenada,Java,1.0
Grenada,JavaScript,1.0
Grenada,PHP,1.0
Grenada,SQL,1.0
Grenada,VB.NET,1.0
Guatemala,Assembly,4.0
Guatemala,Bash/Shell,11.0
Guatemala,C,9.0
Guatemala,C#,20.0
Guatemala,C++,9.0
Guatemala,CSS,27.0
Guatemala,Cobol,1.0
Guatemala,Delphi/Object Pascal,3.0
Guatemala,Go,2.0
Guatemala,Groovy,2.0
Guatemala,HTML,27.0
Guatemala,Java,23.0
Guatemala,JavaScript,29.0
Guatemala,Kotlin,3.0
Guatemala,Matlab,1.0
Guatemala,Objective-C,2.0
Guatemala,PHP,23.0
Guatemala,Perl,4.0
Guatemala,Python,12.0
Guatemala,R,3.0
Guatemala,Ruby,1.0
Guatemala,SQL,28.0
Guatemala,Scala,1.0
Guatemala,Swift,2.0
Guatemala,TypeScript,4.0
Guatemala,VB.NET,10.0
Guatemala,VBA,2.0
Guatemala,Visual Basic 6,8.0
Guinea,Bash/Shell,1.0
Guinea,C,1.0
Guinea,C#,1.0
Guinea,C++,1.0
Guinea,CSS,2.0
Guinea,Delphi/Object Pascal,1.0
Guinea,HTML,2.0
Guinea,Java,2.0
Guinea,JavaScript,1.0
Guinea,PHP,2.0
Guinea,Python,1.0
Guinea,SQL,2.0
Guinea,VB.NET,1.0
Guinea,VBA,1.0
Guinea,Visual Basic 6,1.0
Guyana,CSS,2.0
Guyana,HTML,2.0
Guyana,JavaScript,2.0
Guyana,PHP,1.0
Guyana,Python,1.0
Haiti,Assembly,1.0
Haiti,Bash/Shell,1.0
Haiti,C,1.0
Haiti,C#,1.0
Haiti,C++,1.0
Haiti,CSS,5.0
Haiti,CoffeeScript,1.0
Haiti,HTML,5.0
Haiti,Java,2.0
Haiti,JavaScript,3.0
Haiti,PHP,2.0
Haiti,Perl,1.0
Haiti,Python,1.0
Haiti,SQL,2.0
Haiti,TypeScript,1.0
Haiti,VB.NET,1.0
Haiti,VBA,1.0
Haiti,Visual Basic 6,1.0
Honduras,Assembly,3.0
Honduras,Bash/Shell,7.0
Honduras,C,2.0
Honduras,C#,11.0
Honduras,C++,5.0
Honduras,CSS,13.0
Honduras,Delphi/Object Pascal,1.0
Honduras,Go,3.0
Honduras,HTML,14.0
Honduras,Haskell,1.0
Honduras,Java,7.0
Honduras,JavaScript,14.0
Honduras,Kotlin,1.0
Honduras,Lua,1.0
Honduras,Objective-C,1.0
Honduras,PHP,5.0
Honduras,Python,4.0
Honduras,R,1.0
Honduras,Ruby,1.0
Honduras,SQL,15.0
Honduras,Swift,1.0
Honduras,TypeScript,2.0
Honduras,VB.NET,5.0
Honduras,VBA,1.0
Honduras,Visual Basic 6,2.0
Hong Kong (S.A.R.),Assembly,6.0
Hong Kong (S.A.R.),Bash/Shell,66.0
Hong Kong (S.A.R.),C,22.0
Hong Kong (S.A.R.),C#,51.0
Hong Kong (S.A.R.),C++,35.0
Hong Kong (S.A.R.),CSS,109.0
Hong Kong (S.A.R.),Cobol,1.0
Hong Kong (S.A.R.),CoffeeScript,7.0
Hong Kong (S.A.R.),Delphi/Object Pascal,3.0
Hong Kong (S.A.R.),Erlang,3.0
Hong Kong (S.A.R.),F#,3.0
Hong Kong (S.A.R.),Go,7.0
Hong Kong (S.A.R.),Groovy,5.0
Hong Kong (S.A.R.),HTML,114.0
Hong Kong (S.A.R.),Haskell,1.0
Hong Kong (S.A.R.),Java,71.0
Hong Kong (S.A.R.),JavaScript,123.0
Hong Kong (S.A.R.),Julia,1.0
Hong Kong (S.A.R.),Kotlin,9.0
Hong Kong (S.A.R.),Lua,3.0
Hong Kong (S.A.R.),Matlab,8.0
Hong Kong (S.A.R.),Objective-C,18.0
Hong Kong (S.A.R.),Ocaml,1.0
Hong Kong (S.A.R.),PHP,62.0
Hong Kong (S.A.R.),Perl,6.0
Hong Kong (S.A.R.),Python,67.0
Hong Kong (S.A.R.),R,13.0
Hong Kong (S.A.R.),Ruby,13.0
Hong Kong (S.A.R.),Rust,4.0
Hong Kong (S.A.R.),SQL,91.0
Hong Kong (S.A.R.),Scala,7.0
Hong Kong (S.A.R.),Swift,24.0
Hong Kong (S.A.R.),TypeScript,24.0
Hong Kong (S.A.R.),VB.NET,16.0
Hong Kong (S.A.R.),VBA,19.0
Hong Kong (S.A.R.),Visual Basic 6,8.0
Hungary,Assembly,29.0
Hungary,Bash/Shell,160.0
Hungary,C,80.0
Hungary,C#,116.0
Hungary,C++,91.0
Hungary,CSS,239.0
Hungary,Clojure,9.0
Hungary,Cobol,1.0
Hungary,CoffeeScript,10.0
Hungary,Delphi/Object Pascal,16.0
Hungary,Erlang,7.0
Hungary,F#,4.0
Hungary,Go,25.0
Hungary,Groovy,22.0
Hungary,HTML,249.0
Hungary,Hack,1.0
Hungary,Haskell,12.0
Hungary,Java,183.0
Hungary,JavaScript,246.0
Hungary,Julia,1.0
Hungary,Kotlin,25.0
Hungary,Lua,15.0
Hungary,Matlab,15.0
Hungary,Objective-C,22.0
Hungary,PHP,104.0
Hungary,Perl,19.0
Hungary,Python,132.0
Hungary,R,12.0
Hungary,Ruby,30.0
Hungary,Rust,7.0
Hungary,SQL,200.0
Hungary,Scala,28.0
Hungary,Swift,18.0
Hungary,TypeScript,92.0
Hungary,VB.NET,7.0
Hungary,VBA,11.0
Hungary,Visual Basic 6,5.0
Iceland,Assembly,2.0
Iceland,Bash/Shell,20.0
Iceland,C,6.0
Iceland,C#,14.0
Iceland,C++,5.0
Iceland,CSS,25.0
Iceland,Delphi/Object Pascal,1.0
Iceland,Erlang,1.0
Iceland,Go,2.0
Iceland,Groovy,1.0
Iceland,HTML,25.0
Iceland,Java,13.0
Iceland,JavaScript,23.0
Iceland,Kotlin,1.0
Iceland,Matlab,3.0
Iceland,Objective-C,5.0
Iceland,PHP,6.0
Iceland,Perl,2.0
Iceland,Python,19.0
Iceland,R,2.0
Iceland,Ruby,3.0
Iceland,SQL,20.0
Iceland,Scala,1.0
Iceland,Swift,6.0
Iceland,TypeScript,4.0
India,Assembly,703.0
India,Bash/Shell,1847.0
India,C,2989.0
India,C#,1895.0
India,C++,2563.0
India,CSS,5434.0
India,Clojure,34.0
India,Cobol,76.0
India,CoffeeScript,153.0
India,Delphi/Object Pascal,38.0
India,Erlang,55.0
India,F#,26.0
India,Go,248.0
India,Groovy,180.0
India,HTML,5846.0
India,Hack,28.0
India,Haskell,61.0
India,Java,4742.0
India,JavaScript,5670.0
India,Julia,27.0
India,Kotlin,386.0
India,Lua,80.0
India,Matlab,418.0
India,Objective-C,731.0
India,Ocaml,17.0
India,PHP,2854.0
India,Perl,230.0
India,Python,2662.0
India,R,383.0
India,Ruby,494.0
India,Rust,50.0
India,SQL,4413.0
India,Scala,247.0
India,Swift,749.0
India,TypeScript,1220.0
India,VB.NET,575.0
India,VBA,184.0
India,Visual Basic 6,434.0
Indonesia,Assembly,19.0
Indonesia,Bash/Shell,116.0
Indonesia,C,94.0
Indonesia,C#,135.0
Indonesia,C++,144.0
Indonesia,CSS,287.0
Indonesia,Clojure,4.0
Indonesia,Cobol,7.0
Indonesia,CoffeeScript,13.0
Indonesia,Delphi/Object Pascal,36.0
Indonesia,Erlang,4.0
Indonesia,F#,4.0
Indonesia,Go,49.0
Indonesia,Groovy,8.0
Indonesia,HTML,309.0
Indonesia,Hack,8.0
Indonesia,Haskell,9.0
Indonesia,Java,230.0
Indonesia,JavaScript,296.0
Indonesia,Julia,5.0
Indonesia,Kotlin,26.0
Indonesia,Lua,17.0
Indonesia,Matlab,36.0
Indonesia,Objective-C,26.0
Indonesia,Ocaml,3.0
Indonesia,PHP,276.0
Indonesia,Perl,12.0
Indonesia,Python,115.0
Indonesia,R,13.0
Indonesia,Ruby,48.0
Indonesia,Rust,5.0
Indonesia,SQL,252.0
Indonesia,Scala,14.0
Indonesia,Swift,27.0
Indonesia,TypeScript,35.0
Indonesia,VB.NET,68.0
Indonesia,VBA,26.0
Indonesia,Visual Basic 6,50.0
"Iran, Islamic Republic of...",Assembly,75.0
"Iran, Islamic Republic of...",Bash/Shell,139.0
"Iran, Islamic Republic of...",C,168.0
"Iran, Islamic Republic of...",C#,288.0
"Iran, Islamic Republic of...",C++,219.0
"Iran, Islamic Republic of...",CSS,406.0
"Iran, Islamic Republic of...",Clojure,5.0
"Iran, Islamic Republic of...",Cobol,3.0
"Iran, Islamic Republic of...",CoffeeScript,7.0
"Iran, Islamic Republic of...",Delphi/Object Pascal,26.0
"Iran, Islamic Republic of...",Erlang,6.0
"Iran, Islamic Republic of...",F#,6.0
"Iran, Islamic Republic of...",Go,35.0
"Iran, Islamic Republic of...",Groovy,11.0
"Iran, Islamic Republic of...",HTML,418.0
"Iran, Islamic Republic of...",Hack,12.0
"Iran, Islamic Republic of...",Haskell,9.0
"Iran, Islamic Republic of...",Java,276.0
"Iran, Islamic Republic of...",JavaScript,373.0
"Iran, Islamic Republic of...",Julia,3.0
"Iran, Islamic Republic of...",Kotlin,22.0
"Iran, Islamic Republic of...",Lua,17.0
"Iran, Islamic Republic of...",Matlab,65.0
"Iran, Islamic Republic of...",Objective-C,24.0
"Iran, Islamic Republic of...",Ocaml,2.0
"Iran, Islamic Republic of...",PHP,226.0
"Iran, Islamic Republic of...",Perl,6.0
"Iran, Islamic Republic of...",Python,204.0
