Country,LanguageWorkedWith,LanguageWorkedWithCount
"Iran, Islamic Republic of...",C,155.0
"Iran, Islamic Republic of...",C#,290.0
"Iran, Islamic Republic of...",C++,217.0
"Iran, Islamic Republic of...",COBOL,1.0
"Iran, Islamic Republic of...",Clojure,7.0
"Iran, Islamic Republic of...",Crystal,4.0
"Iran, Islamic Republic of...",Dart,80.0
"Iran, Islamic Republic of...",Delphi,17.0
"Iran, Islamic Republic of...",Elixir,8.0
"Iran, Islamic Republic of...",Erlang,3.0
"Iran, Islamic Republic of...",F#,4.0
"Iran, Islamic Republic of...",Go,100.0
"Iran, Islamic Republic of...",Groovy,12.0
"Iran, Islamic Republic of...",HTML/CSS,476.0
"Iran, Islamic Republic of...",Haskell,6.0
"Iran, Islamic Republic of...",Java,245.0
"Iran, Islamic Republic of...",JavaScript,522.0
"Iran, Islamic Republic of...",Julia,6.0
"Iran, Islamic Republic of...",Kotlin,89.0
"Iran, Islamic Republic of...",LISP,4.0
"Iran, Islamic Republic of...",Matlab,47.0
"Iran, Islamic Republic of...",Node.js,241.0
"Iran, Islamic Republic of...",Objective-C,13.0
"Iran, Islamic Republic of...",PHP,253.0
"Iran, Islamic Republic of...",Perl,7.0
"Iran, Islamic Republic of...",PowerShell,48.0
"Iran, Islamic Republic of...",Python,385.0
"Iran, Islamic Republic of...",R,20.0
"Iran, Islamic Republic of...",Ruby,12.0
"Iran, Islamic Republic of...",Rust,30.0
"Iran, Islamic Republic of...",SQL,397.0
"Iran, Islamic Republic of...",Scala,13.0
"Iran, Islamic Republic of...",Swift,23.0
"Iran, Islamic Republic of...",TypeScript,215.0
"Iran, Islamic Republic of...",VBA,21.0
Iraq,APL,2.0
Iraq,Assembly,10.0
Iraq,Bash/Shell,10.0
Iraq,C,9.0
Iraq,C#,24.0
Iraq,C++,25.0
Iraq,COBOL,2.0
Iraq,Clojure,2.0
Iraq,Crystal,3.0
Iraq,Dart,22.0
Iraq,Delphi,2.0
Iraq,Elixir,2.0
Iraq,Erlang,2.0
Iraq,F#,2.0
Iraq,Go,3.0
Iraq,Groovy,2.0
Iraq,HTML/CSS,46.0
Iraq,Haskell,1.0
Iraq,Java,24.0
Iraq,JavaScript,43.0
Iraq,Julia,2.0
Iraq,Kotlin,5.0
Iraq,LISP,2.0
Iraq,Matlab,10.0
Iraq,Node.js,20.0
Iraq,Objective-C,2.0
Iraq,PHP,28.0
Iraq,Perl,1.0
Iraq,PowerShell,4.0
Iraq,Python,27.0
Iraq,R,2.0
Iraq,Ruby,3.0
Iraq,Rust,4.0
Iraq,SQL,35.0
Iraq,Scala,2.0
Iraq,Swift,4.0
Iraq,TypeScript,14.0
Iraq,VBA,9.0
Ireland,APL,1.0
Ireland,Assembly,13.0
Ireland,Bash/Shell,110.0
Ireland,C,52.0
Ireland,C#,107.0
Ireland,C++,49.0
Ireland,COBOL,2.0
Ireland,Clojure,5.0
Ireland,Crystal,6.0
Ireland,Dart,9.0
Ireland,Delphi,3.0
Ireland,Elixir,5.0
Ireland,Erlang,3.0
Ireland,F#,3.0
Ireland,Go,40.0
Ireland,Groovy,17.0
Ireland,HTML/CSS,187.0
Ireland,Haskell,10.0
Ireland,Java,106.0
Ireland,JavaScript,212.0
Ireland,Julia,2.0
Ireland,Kotlin,22.0
Ireland,LISP,2.0
Ireland,Matlab,8.0
Ireland,Node.js,97.0
Ireland,Objective-C,8.0
Ireland,PHP,44.0
Ireland,Perl,7.0
Ireland,PowerShell,48.0
Ireland,Python,178.0
Ireland,R,28.0
Ireland,Ruby,31.0
Ireland,Rust,19.0
Ireland,SQL,176.0
Ireland,Scala,10.0
Ireland,Swift,15.0
Ireland,TypeScript,99.0
Ireland,VBA,17.0
Isle of Man,Assembly,2.0
Isle of Man,Bash/Shell,3.0
Isle of Man,C,2.0
Isle of Man,C#,3.0
Isle of Man,C++,2.0
Isle of Man,Go,2.0
Isle of Man,HTML/CSS,5.0
Isle of Man,Java,1.0
Isle of Man,JavaScript,5.0
Isle of Man,Node.js,3.0
Isle of Man,PowerShell,3.0
Isle of Man,Python,3.0
Isle of Man,SQL,4.0
Isle of Man,TypeScript,2.0
Isle of Man,VBA,1.0
Israel,APL,3.0
Israel,Assembly,72.0
Israel,Bash/Shell,235.0
Israel,C,180.0
Israel,C#,273.0
Israel,C++,213.0
Israel,Clojure,14.0
Israel,Crystal,2.0
Israel,Dart,32.0
Israel,Delphi,4.0
Israel,Elixir,6.0
Israel,Erlang,2.0
Israel,F#,4.0
Israel,Go,94.0
Israel,Groovy,30.0
Israel,HTML/CSS,358.0
Israel,Haskell,6.0
Israel,Java,273.0
Israel,JavaScript,481.0
Israel,Julia,5.0
Israel,Kotlin,54.0
Israel,LISP,7.0
Israel,Matlab,34.0
Israel,Node.js,294.0
Israel,Objective-C,17.0
Israel,PHP,88.0
Israel,Perl,14.0
Israel,PowerShell,77.0
Israel,Python,476.0
Israel,R,21.0
Israel,Ruby,32.0
Israel,Rust,39.0
Israel,SQL,314.0
Israel,Scala,29.0
Israel,Swift,27.0
Israel,TypeScript,263.0
Israel,VBA,20.0
Italy,APL,6.0
Italy,Assembly,166.0
Italy,Bash/Shell,461.0
Italy,C,468.0
Italy,C#,521.0
Italy,C++,483.0
Italy,COBOL,16.0
Italy,Clojure,15.0
Italy,Crystal,5.0
Italy,Dart,112.0
Italy,Delphi,74.0
Italy,Elixir,16.0
Italy,Erlang,13.0
Italy,F#,21.0
Italy,Go,139.0
Italy,Groovy,30.0
Italy,HTML/CSS,893.0
Italy,Haskell,29.0
Italy,Java,721.0
Italy,JavaScript,1019.0
Italy,Julia,15.0
Italy,Kotlin,131.0
Italy,LISP,27.0
Italy,Matlab,130.0
Italy,Node.js,518.0
Italy,Objective-C,60.0
Italy,PHP,541.0
Italy,Perl,49.0
Italy,PowerShell,146.0
Italy,Python,685.0
Italy,R,84.0
Italy,Ruby,82.0
Italy,Rust,82.0
Italy,SQL,858.0
Italy,Scala,58.0
Italy,Swift,91.0
Italy,TypeScript,469.0
Italy,VBA,143.0
Jamaica,Assembly,2.0
Jamaica,Bash/Shell,3.0
Jamaica,C,5.0
Jamaica,C#,2.0
Jamaica,C++,3.0
Jamaica,Dart,1.0
Jamaica,Go,1.0
Jamaica,HTML/CSS,17.0
Jamaica,Java,5.0
Jamaica,JavaScript,16.0
Jamaica,Node.js,8.0
Jamaica,PHP,6.0
Jamaica,PowerShell,3.0
Jamaica,Python,10.0
Jamaica,Rust,2.0
Jamaica,SQL,10.0
Jamaica,TypeScript,8.0
Japan,APL,3.0
Japan,Assembly,19.0
Japan,Bash/Shell,111.0
Japan,C,94.0
Japan,C#,88.0
Japan,C++,102.0
Japan,COBOL,2.0
Japan,Clojure,11.0
Japan,Crystal,2.0
Japan,Dart,21.0
Japan,Delphi,7.0
Japan,Elixir,12.0
Japan,Erlang,4.0
Japan,F#,4.0
Japan,Go,63.0
Japan,Groovy,13.0
Japan,HTML/CSS,198.0
Japan,Haskell,10.0
Japan,Java,128.0
Japan,JavaScript,249.0
Japan,Julia,6.0
Japan,Kotlin,37.0
Japan,LISP,5.0
Japan,Matlab,17.0
Japan,Node.js,146.0
Japan,Objective-C,20.0
Japan,PHP,90.0
Japan,Perl,20.0
Japan,PowerShell,33.0
Japan,Python,195.0
Japan,R,21.0
Japan,Ruby,72.0
Japan,Rust,47.0
Japan,SQL,169.0
Japan,Scala,21.0
Japan,Swift,51.0
Japan,TypeScript,133.0
Japan,VBA,24.0
Jordan,Assembly,3.0
Jordan,Bash/Shell,4.0
Jordan,C,6.0
Jordan,C#,22.0
Jordan,C++,15.0
Jordan,Dart,5.0
Jordan,Delphi,1.0
Jordan,F#,1.0
Jordan,Go,3.0
Jordan,HTML/CSS,29.0
Jordan,Java,22.0
Jordan,JavaScript,38.0
Jordan,Kotlin,9.0
Jordan,LISP,2.0
Jordan,Matlab,2.0
Jordan,Node.js,18.0
Jordan,Objective-C,3.0
Jordan,PHP,11.0
Jordan,PowerShell,3.0
Jordan,Python,18.0
Jordan,R,1.0
Jordan,Ruby,2.0
Jordan,Rust,1.0
Jordan,SQL,26.0
Jordan,Scala,1.0
Jordan,Swift,4.0
Jordan,TypeScript,16.0
Jordan,VBA,2.0
Kazakhstan,Bash/Shell,5.0
Kazakhstan,C,4.0
Kazakhstan,C#,12.0
Kazakhstan,C++,16.0
Kazakhstan,Clojure,2.0
Kazakhstan,Dart,3.0
Kazakhstan,Delphi,2.0
Kazakhstan,Erlang,1.0
Kazakhstan,Go,5.0
Kazakhstan,Groovy,3.0
Kazakhstan,HTML/CSS,41.0
Kazakhstan,Haskell,1.0
Kazakhstan,Java,16.0
Kazakhstan,JavaScript,39.0
Kazakhstan,Kotlin,6.0
Kazakhstan,Matlab,2.0
Kazakhstan,Node.js,18.0
Kazakhstan,PHP,23.0
Kazakhstan,PowerShell,2.0
Kazakhstan,Python,29.0
Kazakhstan,R,2.0
Kazakhstan,Ruby,2.0
Kazakhstan,SQL,32.0
Kazakhstan,Scala,1.0
Kazakhstan,Swift,7.0
Kazakhstan,TypeScript,15.0
Kazakhstan,VBA,1.0
Kenya,APL,4.0
Kenya,Assembly,9.0
Kenya,Bash/Shell,29.0
Kenya,C,35.0
Kenya,C#,42.0
Kenya,C++,53.0
Kenya,COBOL,2.0
Kenya,Clojure,5.0
Kenya,Crystal,1.0
Kenya,Dart,43.0
Kenya,Delphi,2.0
Kenya,Elixir,8.0
Kenya,Erlang,2.0
Kenya,F#,2.0
Kenya,Go,27.0
Kenya,Groovy,5.0
Kenya,HTML/CSS,165.0
Kenya,Haskell,1.0
Kenya,Java,89.0
Kenya,JavaScript,171.0
Kenya,Julia,2.0
Kenya,Kotlin,35.0
Kenya,LISP,3.0
Kenya,Matlab,9.0
Kenya,Node.js,88.0
Kenya,Objective-C,5.0
Kenya,PHP,89.0
Kenya,Perl,4.0
Kenya,PowerShell,14.0
Kenya,Python,125.0
Kenya,R,11.0
Kenya,Ruby,16.0
Kenya,Rust,9.0
Kenya,SQL,117.0
Kenya,Scala,3.0
Kenya,Swift,11.0
Kenya,TypeScript,56.0
Kenya,VBA,17.0
Kosovo,Assembly,1.0
Kosovo,Bash/Shell,4.0
Kosovo,C,2.0
Kosovo,C#,19.0
Kosovo,C++,3.0
Kosovo,Dart,2.0
Kosovo,Go,2.0
Kosovo,Groovy,1.0
Kosovo,HTML/CSS,24.0
Kosovo,Java,18.0
Kosovo,JavaScript,29.0
Kosovo,Julia,1.0
Kosovo,Kotlin,5.0
Kosovo,LISP,1.0
Kosovo,Matlab,2.0
Kosovo,Node.js,16.0
Kosovo,Objective-C,1.0
Kosovo,PHP,14.0
Kosovo,PowerShell,3.0
Kosovo,Python,11.0
Kosovo,Ruby,3.0
Kosovo,SQL,19.0
Kosovo,Swift,3.0
Kosovo,TypeScript,13.0
Kuwait,Assembly,2.0
Kuwait,Bash/Shell,2.0
Kuwait,C,7.0
Kuwait,C#,7.0
Kuwait,C++,6.0
Kuwait,COBOL,1.0
Kuwait,Dart,4.0
Kuwait,Delphi,1.0
Kuwait,Elixir,1.0
Kuwait,HTML/CSS,17.0
Kuwait,Java,9.0
Kuwait,JavaScript,17.0
Kuwait,Julia,2.0
Kuwait,Kotlin,2.0
Kuwait,Matlab,2.0
Kuwait,Node.js,6.0
Kuwait,PHP,4.0
Kuwait,PowerShell,3.0
Kuwait,Python,11.0
Kuwait,Rust,1.0
Kuwait,SQL,10.0
Kuwait,Swift,4.0
Kuwait,TypeScript,3.0
Kuwait,VBA,1.0
Kyrgyzstan,Bash/Shell,2.0
Kyrgyzstan,C#,1.0
Kyrgyzstan,C++,1.0
Kyrgyzstan,Dart,2.0
Kyrgyzstan,Go,4.0
Kyrgyzstan,Groovy,1.0
Kyrgyzstan,HTML/CSS,8.0
Kyrgyzstan,Java,3.0
Kyrgyzstan,JavaScript,12.0
Kyrgyzstan,Kotlin,3.0
Kyrgyzstan,Node.js,6.0
Kyrgyzstan,Objective-C,1.0
Kyrgyzstan,PHP,6.0
Kyrgyzstan,Python,4.0
Kyrgyzstan,Ruby,1.0
Kyrgyzstan,Rust,1.0
Kyrgyzstan,SQL,6.0
Kyrgyzstan,Swift,3.0
Kyrgyzstan,TypeScript,2.0
Lao People's Democratic Republic,Assembly,1.0
Lao People's Democratic Republic,Bash/Shell,1.0
Lao People's Democratic Republic,C,2.0
Lao People's Democratic Republic,C#,2.0
Lao People's Democratic Republic,C++,1.0
Lao People's Democratic Republic,Dart,2.0
Lao People's Democratic Republic,Go,1.0
Lao People's Democratic Republic,HTML/CSS,3.0
Lao People's Democratic Republic,Java,4.0
Lao People's Democratic Republic,JavaScript,4.0
Lao People's Democratic Republic,Kotlin,1.0
Lao People's Democratic Republic,Node.js,4.0
Lao People's Democratic Republic,PHP,4.0
Lao People's Democratic Republic,PowerShell,1.0
Lao People's Democratic Republic,Python,1.0
Lao People's Democratic Republic,Ruby,1.0
Lao People's Democratic Republic,SQL,4.0
Lao People's Democratic Republic,Swift,1.0
Lao People's Democratic Republic,TypeScript,4.0
Lao People's Democratic Republic,VBA,1.0
Latvia,APL,1.0
Latvia,Assembly,3.0
Latvia,Bash/Shell,25.0
Latvia,C,20.0
Latvia,C#,30.0
Latvia,C++,23.0
Latvia,Clojure,1.0
Latvia,Dart,5.0
Latvia,Delphi,2.0
Latvia,Elixir,5.0
Latvia,Erlang,1.0
Latvia,Go,11.0
Latvia,Groovy,4.0
Latvia,HTML/CSS,58.0
Latvia,Haskell,2.0
Latvia,Java,30.0
Latvia,JavaScript,71.0
Latvia,Julia,1.0
Latvia,Kotlin,12.0
Latvia,Matlab,5.0
Latvia,Node.js,26.0
Latvia,Objective-C,2.0
Latvia,PHP,35.0
Latvia,Perl,1.0
Latvia,PowerShell,12.0
Latvia,Python,38.0
Latvia,R,3.0
Latvia,Ruby,8.0
Latvia,Rust,8.0
Latvia,SQL,50.0
Latvia,Scala,7.0
Latvia,Swift,4.0
Latvia,TypeScript,30.0
Latvia,VBA,2.0
Lebanon,Assembly,11.0
Lebanon,Bash/Shell,20.0
Lebanon,C,27.0
Lebanon,C#,36.0
Lebanon,C++,22.0
Lebanon,Clojure,1.0
Lebanon,Crystal,1.0
Lebanon,Dart,19.0
Lebanon,Delphi,1.0
Lebanon,Elixir,1.0
Lebanon,Go,2.0
Lebanon,Groovy,2.0
Lebanon,HTML/CSS,75.0
Lebanon,Haskell,1.0
Lebanon,Java,48.0
Lebanon,JavaScript,73.0
Lebanon,Kotlin,9.0
Lebanon,Matlab,15.0
Lebanon,Node.js,49.0
Lebanon,Objective-C,3.0
Lebanon,PHP,37.0
Lebanon,PowerShell,11.0
Lebanon,Python,46.0
Lebanon,R,1.0
Lebanon,Ruby,1.0
Lebanon,Rust,4.0
Lebanon,SQL,55.0
Lebanon,Scala,1.0
Lebanon,Swift,6.0
Lebanon,TypeScript,34.0
Lebanon,VBA,11.0
Lesotho,C#,1.0
Lesotho,C++,1.0
Lesotho,HTML/CSS,3.0
Lesotho,Java,3.0
Lesotho,JavaScript,2.0
Lesotho,Kotlin,1.0
Lesotho,Node.js,2.0
Lesotho,PHP,3.0
Lesotho,SQL,2.0
Lesotho,TypeScript,1.0
Liberia,C#,1.0
Liberia,HTML/CSS,1.0
Liberia,JavaScript,1.0
Liberia,SQL,1.0
Libyan Arab Jamahiriya,Bash/Shell,1.0
Libyan Arab Jamahiriya,C,2.0
Libyan Arab Jamahiriya,C#,3.0
Libyan Arab Jamahiriya,C++,2.0
Libyan Arab Jamahiriya,Dart,2.0
Libyan Arab Jamahiriya,Go,1.0
Libyan Arab Jamahiriya,HTML/CSS,11.0
Libyan Arab Jamahiriya,Java,3.0
Libyan Arab Jamahiriya,JavaScript,9.0
Libyan Arab Jamahiriya,Kotlin,1.0
Libyan Arab Jamahiriya,Matlab,1.0
Libyan Arab Jamahiriya,Node.js,6.0
Libyan Arab Jamahiriya,PHP,6.0
Libyan Arab Jamahiriya,Python,4.0
Libyan Arab Jamahiriya,SQL,6.0
Libyan Arab Jamahiriya,Swift,1.0
Libyan Arab Jamahiriya,TypeScript,3.0
Liechtenstein,C#,1.0
Liechtenstein,C++,1.0
Liechtenstein,Groovy,1.0
Liechtenstein,Haskell,1.0
Liechtenstein,Java,1.0
Liechtenstein,Kotlin,1.0
Liechtenstein,Python,1.0
Liechtenstein,SQL,1.0
Liechtenstein,TypeScript,1.0
Lithuania,APL,1.0
Lithuania,Assembly,6.0
Lithuania,Bash/Shell,47.0
Lithuania,C,20.0
Lithuania,C#,72.0
Lithuania,C++,36.0
Lithuania,Clojure,3.0
Lithuania,Crystal,1.0
Lithuania,Dart,8.0
Lithuania,Delphi,5.0
Lithuania,Elixir,1.0
Lithuania,F#,2.0
Lithuania,Go,13.0
Lithuania,Groovy,11.0
Lithuania,HTML/CSS,117.0
Lithuania,Haskell,3.0
Lithuania,Java,55.0
Lithuania,JavaScript,137.0
Lithuania,Julia,1.0
Lithuania,Kotlin,16.0
Lithuania,LISP,1.0
Lithuania,Matlab,5.0
Lithuania,Node.js,67.0
Lithuania,Objective-C,4.0
Lithuania,PHP,42.0
Lithuania,Perl,2.0
Lithuania,PowerShell,23.0
Lithuania,Python,59.0
Lithuania,R,5.0
Lithuania,Ruby,19.0
Lithuania,Rust,9.0
Lithuania,SQL,92.0
Lithuania,Scala,4.0
Lithuania,Swift,11.0
Lithuania,TypeScript,64.0
Lithuania,VBA,5.0
Luxembourg,Assembly,1.0
Luxembourg,Bash/Shell,13.0
Luxembourg,C,7.0
Luxembourg,C#,18.0
Luxembourg,C++,7.0
Luxembourg,Clojure,1.0
Luxembourg,Dart,1.0
Luxembourg,Delphi,2.0
Luxembourg,Go,6.0
Luxembourg,HTML/CSS,28.0
Luxembourg,Java,23.0
Luxembourg,JavaScript,36.0
Luxembourg,Julia,4.0
Luxembourg,Kotlin,2.0
Luxembourg,Matlab,3.0
Luxembourg,Node.js,17.0
Luxembourg,Objective-C,1.0
Luxembourg,PHP,7.0
Luxembourg,Perl,3.0
Luxembourg,PowerShell,4.0
Luxembourg,Python,25.0
Luxembourg,R,5.0
Luxembourg,Rust,2.0
Luxembourg,SQL,22.0
Luxembourg,Scala,2.0
Luxembourg,Swift,1.0
Luxembourg,TypeScript,13.0
Luxembourg,VBA,4.0
Madagascar,Bash/Shell,1.0
Madagascar,C,4.0
Madagascar,C#,3.0
Madagascar,C++,7.0
Madagascar,Dart,1.0
Madagascar,Elixir,1.0
Madagascar,Erlang,1.0
Madagascar,Groovy,1.0
Madagascar,HTML/CSS,13.0
Madagascar,Java,6.0
Madagascar,JavaScript,14.0
Madagascar,Kotlin,2.0
Madagascar,Node.js,11.0
Madagascar,PHP,8.0
Madagascar,Perl,1.0
Madagascar,Python,6.0
Madagascar,SQL,9.0
Madagascar,TypeScript,8.0
Madagascar,VBA,1.0
Malawi,Bash/Shell,1.0
Malawi,C,1.0
Malawi,C#,3.0
Malawi,C++,1.0
Malawi,Dart,2.0
Malawi,HTML/CSS,6.0
Malawi,Java,2.0
Malawi,JavaScript,7.0
Malawi,Kotlin,2.0
Malawi,Node.js,5.0
Malawi,PHP,6.0
Malawi,Python,3.0
Malawi,Ruby,1.0
Malawi,SQL,4.0
Malawi,TypeScript,3.0
Malaysia,APL,12.0
Malaysia,Assembly,28.0
Malaysia,Bash/Shell,63.0
Malaysia,C,61.0
Malaysia,C#,84.0
Malaysia,C++,80.0
Malaysia,COBOL,9.0
Malaysia,Clojure,6.0
Malaysia,Crystal,5.0
Malaysia,Dart,47.0
Malaysia,Delphi,12.0
Malaysia,Elixir,11.0
Malaysia,Erlang,6.0
Malaysia,F#,5.0
Malaysia,Go,32.0
Malaysia,Groovy,8.0
Malaysia,HTML/CSS,194.0
Malaysia,Haskell,8.0
Malaysia,Java,126.0
Malaysia,JavaScript,211.0
Malaysia,Julia,6.0
Malaysia,Kotlin,34.0
Malaysia,LISP,6.0
Malaysia,Matlab,20.0
Malaysia,Node.js,117.0
Malaysia,Objective-C,8.0
Malaysia,PHP,125.0
Malaysia,Perl,11.0
Malaysia,PowerShell,24.0
Malaysia,Python,142.0
Malaysia,R,18.0
Malaysia,Ruby,25.0
Malaysia,Rust,10.0
Malaysia,SQL,171.0
Malaysia,Scala,7.0
Malaysia,Swift,21.0
Malaysia,TypeScript,89.0
Malaysia,VBA,21.0
Maldives,Assembly,1.0
Maldives,Bash/Shell,5.0
Maldives,C,2.0
Maldives,C#,4.0
Maldives,C++,3.0
Maldives,Dart,3.0
Maldives,Elixir,1.0
Maldives,Go,2.0
Maldives,HTML/CSS,10.0
Maldives,Java,2.0
Maldives,JavaScript,12.0
Maldives,Julia,1.0
Maldives,Matlab,1.0
Maldives,Node.js,8.0
Maldives,PHP,5.0
Maldives,PowerShell,2.0
Maldives,Python,9.0
Maldives,R,1.0
Maldives,Rust,1.0
Maldives,SQL,6.0
Maldives,TypeScript,5.0
Mali,APL,1.0
Mali,Assembly,1.0
Mali,Bash/Shell,1.0
Mali,C,1.0
Mali,HTML/CSS,1.0
Mali,Java,1.0
Mali,JavaScript,1.0
Mali,SQL,1.0
Mali,TypeScript,1.0
Malta,APL,1.0
Malta,Assembly,1.0
Malta,Bash/Shell,3.0
Malta,C#,13.0
Malta,C++,2.0
Malta,COBOL,1.0
Malta,Clojure,1.0
Malta,Delphi,1.0
Malta,Go,4.0
Malta,HTML/CSS,20.0
Malta,Java,13.0
Malta,JavaScript,25.0
Malta,Kotlin,1.0
Malta,Matlab,1.0
Malta,Node.js,11.0
Malta,PHP,8.0
Malta,Perl,1.0
Malta,PowerShell,1.0
Malta,Python,15.0
Malta,R,1.0
Malta,Rust,3.0
Malta,SQL,15.0
Malta,TypeScript,10.0
Malta,VBA,2.0
Mauritania,Bash/Shell,1.0
Mauritania,Dart,2.0
Mauritania,Go,1.0
Mauritania,Groovy,1.0
Mauritania,HTML/CSS,4.0
Mauritania,Java,3.0
Mauritania,JavaScript,4.0
Mauritania,Node.js,2.0
Mauritania,Objective-C,1.0
Mauritania,PHP,4.0
Mauritania,PowerShell,1.0
Mauritania,Python,2.0
Mauritania,SQL,2.0
Mauritania,Swift,1.0
Mauritania,TypeScript,3.0
Mauritius,Bash/Shell,7.0
Mauritius,C,5.0
Mauritius,C#,12.0
Mauritius,C++,7.0
Mauritius,Clojure,1.0
Mauritius,Crystal,1.0
Mauritius,Dart,2.0
Mauritius,Go,1.0
Mauritius,HTML/CSS,20.0
Mauritius,Java,10.0
Mauritius,JavaScript,23.0
Mauritius,Kotlin,1.0
Mauritius,LISP,2.0
Mauritius,Matlab,1.0
Mauritius,Node.js,13.0
Mauritius,Objective-C,1.0
Mauritius,PHP,18.0
Mauritius,Perl,1.0
Mauritius,PowerShell,2.0
Mauritius,Python,17.0
Mauritius,R,3.0
Mauritius,Ruby,1.0
Mauritius,Rust,1.0
Mauritius,SQL,17.0
Mauritius,Swift,1.0
Mauritius,TypeScript,7.0
Mexico,Assembly,38.0
Mexico,Bash/Shell,111.0
Mexico,C,100.0
Mexico,C#,188.0
Mexico,C++,111.0
Mexico,COBOL,5.0
Mexico,Clojure,14.0
Mexico,Crystal,12.0
Mexico,Dart,53.0
Mexico,Delphi,28.0
Mexico,Elixir,11.0
Mexico,Erlang,7.0
Mexico,F#,1.0
Mexico,Go,54.0
Mexico,Groovy,14.0
Mexico,HTML/CSS,418.0
Mexico,Haskell,12.0
Mexico,Java,238.0
Mexico,JavaScript,490.0
Mexico,Julia,9.0
Mexico,Kotlin,57.0
Mexico,LISP,10.0
Mexico,Matlab,42.0
Mexico,Node.js,259.0
Mexico,Objective-C,15.0
Mexico,PHP,209.0
Mexico,Perl,8.0
Mexico,PowerShell,42.0
Mexico,Python,268.0
Mexico,R,48.0
Mexico,Ruby,44.0
Mexico,Rust,14.0
Mexico,SQL,361.0
Mexico,Scala,10.0
Mexico,Swift,38.0
Mexico,TypeScript,211.0
Mexico,VBA,39.0
"Micronesia, Federated States of...",Bash/Shell,1.0
"Micronesia, Federated States of...",C++,2.0
"Micronesia, Federated States of...",HTML/CSS,2.0
"Micronesia, Federated States of...",JavaScript,1.0
"Micronesia, Federated States of...",Node.js,1.0
"Micronesia, Federated States of...",PHP,1.0
"Micronesia, Federated States of...",Python,1.0
"Micronesia, Federated States of...",SQL,2.0
"Micronesia, Federated States of...",TypeScript,1.0
Monaco,C,1.0
Monaco,C#,1.0
Monaco,C++,1.0
Monaco,HTML/CSS,1.0
Monaco,JavaScript,1.0
Monaco,Kotlin,2.0
Monaco,Node.js,1.0
Monaco,Objective-C,1.0
Monaco,PHP,1.0
Monaco,Swift,1.0
Monaco,TypeScript,1.0
Mongolia,Bash/Shell,1.0
Mongolia,C,5.0
Mongolia,C#,4.0
Mongolia,C++,6.0
Mongolia,Dart,2.0
Mongolia,Elixir,1.0
Mongolia,Erlang,1.0
Mongolia,Go,2.0
Mongolia,HTML/CSS,10.0
Mongolia,Java,6.0
Mongolia,JavaScript,16.0
Mongolia,Kotlin,2.0
Mongolia,Matlab,1.0
Mongolia,Node.js,8.0
Mongolia,Objective-C,2.0
Mongolia,PHP,6.0
Mongolia,PowerShell,1.0
Mongolia,Python,8.0
Mongolia,R,1.0
Mongolia,Ruby,3.0
Mongolia,SQL,11.0
Mongolia,Scala,1.0
Mongolia,Swift,1.0
Mongolia,TypeScript,6.0
Montenegro,Bash/Shell,4.0
Montenegro,C,1.0
Montenegro,C#,5.0
Montenegro,C++,1.0
Montenegro,Erlang,1.0
Montenegro,Go,3.0
Montenegro,Groovy,2.0
Montenegro,HTML/CSS,11.0
Montenegro,Java,4.0
Montenegro,JavaScript,11.0
Montenegro,Kotlin,2.0
Montenegro,Node.js,4.0
Montenegro,PHP,4.0
Montenegro,Python,4.0
Montenegro,Ruby,1.0
Montenegro,SQL,10.0
Montenegro,TypeScript,7.0
Morocco,APL,2.0
Morocco,Assembly,19.0
Morocco,Bash/Shell,30.0
Morocco,C,72.0
Morocco,C#,57.0
Morocco,C++,52.0
Morocco,COBOL,1.0
Morocco,Dart,25.0
Morocco,Delphi,1.0
Morocco,Elixir,1.0
Morocco,F#,1.0
Morocco,Go,5.0
Morocco,Groovy,2.0
Morocco,HTML/CSS,151.0
Morocco,Haskell,2.0
Morocco,Java,95.0
Morocco,JavaScript,144.0
Morocco,Kotlin,19.0
Morocco,LISP,2.0
Morocco,Matlab,12.0
Morocco,Node.js,70.0
Morocco,Objective-C,2.0
Morocco,PHP,94.0
Morocco,PowerShell,10.0
Morocco,Python,89.0
Morocco,R,9.0
Morocco,Ruby,9.0
Morocco,Rust,4.0
Morocco,SQL,115.0
Morocco,Scala,4.0
Morocco,Swift,5.0
Morocco,TypeScript,56.0
Morocco,VBA,11.0
Mozambique,Bash/Shell,1.0
Mozambique,C,2.0
Mozambique,C#,2.0
Mozambique,C++,3.0
Mozambique,Crystal,1.0
Mozambique,Dart,1.0
Mozambique,HTML/CSS,8.0
Mozambique,Haskell,1.0
Mozambique,Java,5.0
Mozambique,JavaScript,8.0
Mozambique,Node.js,4.0
Mozambique,PHP,6.0
Mozambique,Python,3.0
Mozambique,R,1.0
Mozambique,SQL,4.0
Mozambique,Swift,1.0
Mozambique,TypeScript,2.0
Mozambique,VBA,1.0
Myanmar,APL,1.0
Myanmar,Assembly,1.0
Myanmar,Bash/Shell,1.0
Myanmar,C,2.0
Myanmar,C#,7.0
Myanmar,C++,1.0
Myanmar,Dart,3.0
Myanmar,Go,2.0
Myanmar,HTML/CSS,28.0
Myanmar,Java,18.0
Myanmar,JavaScript,32.0
Myanmar,Kotlin,4.0
Myanmar,Node.js,12.0
Myanmar,PHP,16.0
Myanmar,PowerShell,1.0
Myanmar,Python,13.0
Myanmar,Ruby,1.0
Myanmar,Rust,1.0
Myanmar,SQL,18.0
