Country,LanguageWorkedWith,LanguageWorkedWithCount
Costa Rica,Assembly,6.0
Costa Rica,Bash/Shell,23.0
Costa Rica,C,12.0
Costa Rica,C#,23.0
Costa Rica,C++,15.0
Costa Rica,COBOL,1.0
Costa Rica,Crystal,1.0
Costa Rica,Dart,4.0
Costa Rica,Elixir,1.0
Costa Rica,Erlang,1.0
Costa Rica,Go,6.0
Costa Rica,Groovy,4.0
Costa Rica,HTML/CSS,43.0
Costa Rica,Java,28.0
Costa Rica,JavaScript,54.0
Costa Rica,Julia,1.0
Costa Rica,Kotlin,6.0
Costa Rica,Matlab,2.0
Costa Rica,Node.js,30.0
Costa Rica,Objective-C,3.0
Costa Rica,PHP,16.0
Costa Rica,Perl,2.0
Costa Rica,PowerShell,9.0
Costa Rica,Python,29.0
Costa Rica,R,10.0
Costa Rica,Ruby,8.0
Costa Rica,Rust,4.0
Costa Rica,SQL,37.0
Costa Rica,Scala,4.0
Costa Rica,Swift,4.0
Costa Rica,TypeScript,35.0
Costa Rica,VBA,3.0
Croatia,Assembly,19.0
Croatia,Bash/Shell,58.0
Croatia,C,57.0
Croatia,C#,83.0
Croatia,C++,59.0
Croatia,COBOL,1.0
Croatia,Clojure,7.0
Croatia,Crystal,1.0
Croatia,Dart,16.0
Croatia,Delphi,5.0
Croatia,Elixir,4.0
Croatia,F#,1.0
Croatia,Go,29.0
Croatia,Groovy,5.0
Croatia,HTML/CSS,131.0
Croatia,Haskell,3.0
Croatia,Java,97.0
Croatia,JavaScript,145.0
Croatia,Julia,1.0
Croatia,Kotlin,28.0
Croatia,LISP,2.0
Croatia,Matlab,12.0
Croatia,Node.js,61.0
Croatia,Objective-C,5.0
Croatia,PHP,52.0
Croatia,Perl,7.0
Croatia,PowerShell,21.0
Croatia,Python,102.0
Croatia,R,11.0
Croatia,Ruby,17.0
Croatia,Rust,12.0
Croatia,SQL,127.0
Croatia,Scala,4.0
Croatia,Swift,12.0
Croatia,TypeScript,68.0
Croatia,VBA,13.0
Cuba,Assembly,2.0
Cuba,Bash/Shell,7.0
Cuba,C,2.0
Cuba,C#,7.0
Cuba,C++,7.0
Cuba,Dart,4.0
Cuba,Delphi,3.0
Cuba,Go,1.0
Cuba,Groovy,2.0
Cuba,HTML/CSS,24.0
Cuba,Java,11.0
Cuba,JavaScript,24.0
Cuba,Kotlin,2.0
Cuba,Matlab,3.0
Cuba,Node.js,11.0
Cuba,PHP,15.0
Cuba,PowerShell,3.0
Cuba,Python,21.0
Cuba,R,3.0
Cuba,Ruby,3.0
Cuba,SQL,15.0
Cuba,Scala,1.0
Cuba,TypeScript,9.0
Cyprus,APL,1.0
Cyprus,Assembly,1.0
Cyprus,Bash/Shell,8.0
Cyprus,C,10.0
Cyprus,C#,12.0
Cyprus,C++,11.0
Cyprus,COBOL,1.0
Cyprus,Clojure,1.0
Cyprus,Crystal,1.0
Cyprus,Dart,7.0
Cyprus,Delphi,1.0
Cyprus,Elixir,1.0
Cyprus,Erlang,1.0
Cyprus,Go,4.0
Cyprus,Groovy,1.0
Cyprus,HTML/CSS,23.0
Cyprus,Java,16.0
Cyprus,JavaScript,31.0
Cyprus,Julia,1.0
Cyprus,Kotlin,7.0
Cyprus,LISP,2.0
Cyprus,Matlab,1.0
Cyprus,Node.js,16.0
Cyprus,PHP,13.0
Cyprus,PowerShell,4.0
Cyprus,Python,23.0
Cyprus,R,2.0
Cyprus,Ruby,3.0
Cyprus,Rust,4.0
Cyprus,SQL,26.0
Cyprus,Swift,3.0
Cyprus,TypeScript,17.0
Cyprus,VBA,2.0
Czech Republic,APL,1.0
Czech Republic,Assembly,41.0
Czech Republic,Bash/Shell,248.0
Czech Republic,C,156.0
Czech Republic,C#,252.0
Czech Republic,C++,167.0
Czech Republic,COBOL,1.0
Czech Republic,Clojure,12.0
Czech Republic,Crystal,3.0
Czech Republic,Dart,33.0
Czech Republic,Delphi,19.0
Czech Republic,Elixir,14.0
Czech Republic,Erlang,8.0
Czech Republic,F#,8.0
Czech Republic,Go,66.0
Czech Republic,Groovy,25.0
Czech Republic,HTML/CSS,437.0
Czech Republic,Haskell,24.0
Czech Republic,Java,226.0
Czech Republic,JavaScript,461.0
Czech Republic,Julia,7.0
Czech Republic,Kotlin,68.0
Czech Republic,LISP,11.0
Czech Republic,Matlab,30.0
Czech Republic,Node.js,216.0
Czech Republic,Objective-C,20.0
Czech Republic,PHP,203.0
Czech Republic,Perl,24.0
Czech Republic,PowerShell,100.0
Czech Republic,Python,350.0
Czech Republic,R,28.0
Czech Republic,Ruby,41.0
Czech Republic,Rust,61.0
Czech Republic,SQL,343.0
Czech Republic,Scala,17.0
Czech Republic,Swift,37.0
Czech Republic,TypeScript,231.0
Czech Republic,VBA,35.0
C̫te d'Ivoire,Bash/Shell,3.0
C̫te d'Ivoire,C,3.0
C̫te d'Ivoire,C#,4.0
C̫te d'Ivoire,COBOL,1.0
C̫te d'Ivoire,Crystal,1.0
C̫te d'Ivoire,Dart,7.0
C̫te d'Ivoire,Delphi,1.0
C̫te d'Ivoire,Go,1.0
C̫te d'Ivoire,HTML/CSS,12.0
C̫te d'Ivoire,Java,8.0
C̫te d'Ivoire,JavaScript,14.0
C̫te d'Ivoire,Kotlin,1.0
C̫te d'Ivoire,Node.js,7.0
C̫te d'Ivoire,PHP,12.0
C̫te d'Ivoire,PowerShell,1.0
C̫te d'Ivoire,Python,6.0
C̫te d'Ivoire,R,1.0
C̫te d'Ivoire,Ruby,1.0
C̫te d'Ivoire,SQL,12.0
C̫te d'Ivoire,Swift,1.0
C̫te d'Ivoire,TypeScript,5.0
C̫te d'Ivoire,VBA,1.0
Democratic Republic of the Congo,Bash/Shell,1.0
Democratic Republic of the Congo,C,4.0
Democratic Republic of the Congo,C#,2.0
Democratic Republic of the Congo,C++,3.0
Democratic Republic of the Congo,Dart,1.0
Democratic Republic of the Congo,Delphi,1.0
Democratic Republic of the Congo,Groovy,1.0
Democratic Republic of the Congo,HTML/CSS,8.0
Democratic Republic of the Congo,Java,6.0
Democratic Republic of the Congo,JavaScript,9.0
Democratic Republic of the Congo,Kotlin,1.0
Democratic Republic of the Congo,LISP,1.0
Democratic Republic of the Congo,Matlab,3.0
Democratic Republic of the Congo,Node.js,4.0
Democratic Republic of the Congo,PHP,5.0
Democratic Republic of the Congo,Perl,1.0
Democratic Republic of the Congo,Python,5.0
Democratic Republic of the Congo,SQL,7.0
Democratic Republic of the Congo,TypeScript,6.0
Democratic Republic of the Congo,VBA,3.0
Denmark,APL,11.0
Denmark,Assembly,23.0
Denmark,Bash/Shell,186.0
Denmark,C,82.0
Denmark,C#,258.0
Denmark,C++,106.0
Denmark,COBOL,2.0
Denmark,Clojure,13.0
Denmark,Crystal,2.0
Denmark,Dart,21.0
Denmark,Delphi,19.0
Denmark,Elixir,10.0
Denmark,Erlang,7.0
Denmark,F#,13.0
Denmark,Go,41.0
Denmark,Groovy,18.0
Denmark,HTML/CSS,294.0
Denmark,Haskell,18.0
Denmark,Java,135.0
Denmark,JavaScript,340.0
Denmark,Julia,16.0
Denmark,Kotlin,37.0
Denmark,LISP,9.0
Denmark,Matlab,26.0
Denmark,Node.js,165.0
Denmark,Objective-C,12.0
Denmark,PHP,89.0
Denmark,Perl,14.0
Denmark,PowerShell,107.0
Denmark,Python,254.0
Denmark,R,43.0
Denmark,Ruby,29.0
Denmark,Rust,60.0
Denmark,SQL,288.0
Denmark,Scala,16.0
Denmark,Swift,24.0
Denmark,TypeScript,185.0
Denmark,VBA,28.0
Djibouti,C,1.0
Djibouti,C#,1.0
Djibouti,C++,1.0
Djibouti,Erlang,1.0
Djibouti,HTML/CSS,2.0
Djibouti,Java,2.0
Djibouti,JavaScript,2.0
Djibouti,Kotlin,1.0
Djibouti,Node.js,1.0
Djibouti,PHP,1.0
Djibouti,Python,1.0
Djibouti,R,1.0
Djibouti,SQL,2.0
Dominica,C#,1.0
Dominica,F#,1.0
Dominica,HTML/CSS,1.0
Dominica,Haskell,1.0
Dominica,JavaScript,1.0
Dominica,PowerShell,1.0
Dominica,Python,1.0
Dominica,SQL,1.0
Dominica,TypeScript,1.0
Dominica,VBA,1.0
Dominican Republic,Assembly,2.0
Dominican Republic,Bash/Shell,12.0
Dominican Republic,C,9.0
Dominican Republic,C#,44.0
Dominican Republic,C++,11.0
Dominican Republic,Crystal,2.0
Dominican Republic,Dart,11.0
Dominican Republic,Delphi,4.0
Dominican Republic,Elixir,1.0
Dominican Republic,Go,6.0
Dominican Republic,Groovy,1.0
Dominican Republic,HTML/CSS,65.0
Dominican Republic,Java,21.0
Dominican Republic,JavaScript,76.0
Dominican Republic,Kotlin,9.0
Dominican Republic,Matlab,3.0
Dominican Republic,Node.js,50.0
Dominican Republic,Objective-C,1.0
Dominican Republic,PHP,20.0
Dominican Republic,Perl,1.0
Dominican Republic,PowerShell,12.0
Dominican Republic,Python,26.0
Dominican Republic,R,3.0
Dominican Republic,Ruby,6.0
Dominican Republic,Rust,3.0
Dominican Republic,SQL,53.0
Dominican Republic,Swift,5.0
Dominican Republic,TypeScript,37.0
Dominican Republic,VBA,7.0
Ecuador,Assembly,1.0
Ecuador,Bash/Shell,12.0
Ecuador,C,17.0
Ecuador,C#,30.0
Ecuador,C++,21.0
Ecuador,Clojure,1.0
Ecuador,Crystal,1.0
Ecuador,Dart,10.0
Ecuador,Elixir,1.0
Ecuador,Erlang,1.0
Ecuador,F#,1.0
Ecuador,Go,6.0
Ecuador,Groovy,2.0
Ecuador,HTML/CSS,58.0
Ecuador,Haskell,5.0
Ecuador,Java,42.0
Ecuador,JavaScript,78.0
Ecuador,Julia,1.0
Ecuador,Kotlin,13.0
Ecuador,Matlab,8.0
Ecuador,Node.js,40.0
Ecuador,Objective-C,2.0
Ecuador,PHP,37.0
Ecuador,Perl,2.0
Ecuador,PowerShell,8.0
Ecuador,Python,48.0
Ecuador,R,6.0
Ecuador,Ruby,5.0
Ecuador,Rust,3.0
Ecuador,SQL,53.0
Ecuador,Scala,2.0
Ecuador,Swift,6.0
Ecuador,TypeScript,39.0
Ecuador,VBA,5.0
Egypt,APL,7.0
Egypt,Assembly,34.0
Egypt,Bash/Shell,59.0
Egypt,C,85.0
Egypt,C#,132.0
Egypt,C++,157.0
Egypt,COBOL,1.0
Egypt,Clojure,1.0
Egypt,Crystal,4.0
Egypt,Dart,64.0
Egypt,Delphi,5.0
Egypt,Elixir,5.0
Egypt,Erlang,1.0
Egypt,F#,1.0
Egypt,Go,19.0
Egypt,Groovy,4.0
Egypt,HTML/CSS,295.0
Egypt,Haskell,10.0
Egypt,Java,166.0
Egypt,JavaScript,310.0
Egypt,Julia,8.0
Egypt,Kotlin,41.0
Egypt,LISP,2.0
Egypt,Matlab,31.0
Egypt,Node.js,144.0
Egypt,Objective-C,5.0
Egypt,PHP,117.0
Egypt,Perl,6.0
Egypt,PowerShell,31.0
Egypt,Python,211.0
Egypt,R,19.0
Egypt,Ruby,20.0
Egypt,Rust,14.0
Egypt,SQL,220.0
Egypt,Scala,2.0
Egypt,Swift,14.0
Egypt,TypeScript,115.0
Egypt,VBA,12.0
El Salvador,Assembly,1.0
El Salvador,Bash/Shell,8.0
El Salvador,C,4.0
El Salvador,C#,8.0
El Salvador,C++,3.0
El Salvador,Dart,4.0
El Salvador,Go,2.0
El Salvador,HTML/CSS,20.0
El Salvador,Java,12.0
El Salvador,JavaScript,25.0
El Salvador,Kotlin,4.0
El Salvador,Matlab,2.0
El Salvador,Node.js,11.0
El Salvador,PHP,12.0
El Salvador,PowerShell,6.0
El Salvador,Python,9.0
El Salvador,R,3.0
El Salvador,SQL,17.0
El Salvador,Scala,1.0
El Salvador,TypeScript,9.0
El Salvador,VBA,3.0
Estonia,Assembly,4.0
Estonia,Bash/Shell,32.0
Estonia,C,16.0
Estonia,C#,21.0
Estonia,C++,27.0
Estonia,Clojure,5.0
Estonia,Dart,6.0
Estonia,Delphi,5.0
Estonia,Elixir,7.0
Estonia,Erlang,3.0
Estonia,F#,1.0
Estonia,Go,6.0
Estonia,Groovy,2.0
Estonia,HTML/CSS,66.0
Estonia,Haskell,1.0
Estonia,Java,45.0
Estonia,JavaScript,70.0
Estonia,Julia,2.0
Estonia,Kotlin,6.0
Estonia,LISP,1.0
Estonia,Node.js,36.0
Estonia,Objective-C,1.0
Estonia,PHP,22.0
Estonia,PowerShell,7.0
Estonia,Python,57.0
Estonia,R,5.0
Estonia,Ruby,11.0
Estonia,Rust,6.0
Estonia,SQL,57.0
Estonia,Scala,2.0
Estonia,Swift,5.0
Estonia,TypeScript,45.0
Estonia,VBA,2.0
Ethiopia,APL,1.0
Ethiopia,Assembly,5.0
Ethiopia,Bash/Shell,4.0
Ethiopia,C,10.0
Ethiopia,C#,29.0
Ethiopia,C++,18.0
Ethiopia,COBOL,1.0
Ethiopia,Clojure,1.0
Ethiopia,Crystal,1.0
Ethiopia,Dart,14.0
Ethiopia,Delphi,1.0
Ethiopia,Elixir,1.0
Ethiopia,Erlang,1.0
Ethiopia,F#,1.0
Ethiopia,Go,7.0
Ethiopia,Groovy,2.0
Ethiopia,HTML/CSS,41.0
Ethiopia,Haskell,1.0
Ethiopia,Java,30.0
Ethiopia,JavaScript,43.0
Ethiopia,Julia,1.0
Ethiopia,Kotlin,10.0
Ethiopia,LISP,1.0
Ethiopia,Matlab,2.0
Ethiopia,Node.js,30.0
Ethiopia,Objective-C,1.0
Ethiopia,PHP,34.0
Ethiopia,Perl,1.0
Ethiopia,PowerShell,3.0
Ethiopia,Python,28.0
Ethiopia,R,3.0
Ethiopia,Ruby,2.0
Ethiopia,Rust,2.0
Ethiopia,SQL,27.0
Ethiopia,Scala,1.0
Ethiopia,Swift,1.0
Ethiopia,TypeScript,16.0
Ethiopia,VBA,2.0
Fiji,Assembly,1.0
Fiji,C#,1.0
Fiji,C++,1.0
Fiji,Elixir,1.0
Fiji,HTML/CSS,2.0
Fiji,Java,2.0
Fiji,JavaScript,1.0
Fiji,Node.js,1.0
Fiji,PHP,1.0
Fiji,Python,1.0
Fiji,SQL,2.0
Fiji,TypeScript,1.0
Finland,Assembly,13.0
Finland,Bash/Shell,169.0
Finland,C,78.0
Finland,C#,111.0
Finland,C++,90.0
Finland,Clojure,43.0
Finland,Crystal,2.0
Finland,Dart,11.0
Finland,Delphi,9.0
Finland,Elixir,11.0
Finland,Erlang,6.0
Finland,F#,7.0
Finland,Go,46.0
Finland,Groovy,17.0
Finland,HTML/CSS,256.0
Finland,Haskell,10.0
Finland,Java,146.0
Finland,JavaScript,330.0
Finland,Julia,5.0
Finland,Kotlin,34.0
Finland,LISP,7.0
Finland,Matlab,14.0
Finland,Node.js,176.0
Finland,Objective-C,12.0
Finland,PHP,96.0
Finland,Perl,9.0
Finland,PowerShell,47.0
Finland,Python,228.0
Finland,R,22.0
Finland,Ruby,23.0
Finland,Rust,49.0
Finland,SQL,220.0
Finland,Scala,16.0
Finland,Swift,18.0
Finland,TypeScript,190.0
Finland,VBA,11.0
France,APL,5.0
France,Assembly,202.0
France,Bash/Shell,954.0
France,C,750.0
France,C#,557.0
France,C++,734.0
France,COBOL,17.0
France,Clojure,36.0
France,Crystal,12.0
France,Dart,126.0
France,Delphi,51.0
France,Elixir,39.0
France,Erlang,20.0
France,F#,20.0
France,Go,248.0
France,Groovy,90.0
France,HTML/CSS,1508.0
France,Haskell,68.0
France,Java,943.0
France,JavaScript,1698.0
France,Julia,40.0
France,Kotlin,205.0
France,LISP,46.0
France,Matlab,151.0
France,Node.js,928.0
France,Objective-C,70.0
France,PHP,785.0
France,Perl,71.0
France,PowerShell,294.0
France,Python,1366.0
France,R,150.0
France,Ruby,200.0
France,Rust,244.0
France,SQL,1284.0
France,Scala,103.0
France,Swift,131.0
France,TypeScript,839.0
France,VBA,159.0
Gambia,Bash/Shell,1.0
Gambia,Dart,1.0
Gambia,HTML/CSS,1.0
Gambia,Java,1.0
Gambia,JavaScript,1.0
Gambia,Node.js,1.0
Gambia,PHP,2.0
Gambia,PowerShell,1.0
Gambia,Python,1.0
Gambia,SQL,1.0
Georgia,APL,3.0
Georgia,Assembly,5.0
Georgia,Bash/Shell,21.0
Georgia,C,17.0
Georgia,C#,30.0
Georgia,C++,27.0
Georgia,Crystal,1.0
Georgia,Dart,7.0
Georgia,Delphi,3.0
Georgia,Elixir,2.0
Georgia,Erlang,1.0
Georgia,Go,9.0
Georgia,Groovy,1.0
Georgia,HTML/CSS,77.0
Georgia,Java,37.0
Georgia,JavaScript,94.0
Georgia,Julia,1.0
Georgia,Kotlin,12.0
Georgia,Matlab,5.0
Georgia,Node.js,40.0
Georgia,Objective-C,2.0
Georgia,PHP,33.0
Georgia,Perl,1.0
Georgia,PowerShell,4.0
Georgia,Python,55.0
Georgia,R,5.0
Georgia,Rust,2.0
Georgia,SQL,55.0
Georgia,Swift,7.0
Georgia,TypeScript,43.0
Georgia,VBA,4.0
Germany,APL,23.0
Germany,Assembly,345.0
Germany,Bash/Shell,1783.0
Germany,C,1111.0
Germany,C#,1410.0
Germany,C++,1358.0
Germany,COBOL,15.0
Germany,Clojure,109.0
Germany,Crystal,22.0
Germany,Dart,280.0
Germany,Delphi,148.0
Germany,Elixir,95.0
Germany,Erlang,35.0
Germany,F#,55.0
Germany,Go,574.0
Germany,Groovy,238.0
Germany,HTML/CSS,2824.0
Germany,Haskell,190.0
Germany,Java,2152.0
Germany,JavaScript,3150.0
Germany,Julia,92.0
Germany,Kotlin,558.0
Germany,LISP,72.0
Germany,Matlab,243.0
Germany,Node.js,1656.0
Germany,Objective-C,129.0
Germany,PHP,1131.0
Germany,Perl,156.0
Germany,PowerShell,600.0
Germany,Python,2545.0
Germany,R,298.0
Germany,Ruby,316.0
Germany,Rust,618.0
Germany,SQL,2327.0
Germany,Scala,152.0
Germany,Swift,260.0
Germany,TypeScript,1672.0
Germany,VBA,238.0
Ghana,APL,2.0
Ghana,Assembly,2.0
Ghana,Bash/Shell,12.0
Ghana,C,9.0
Ghana,C#,19.0
Ghana,C++,15.0
Ghana,Clojure,2.0
Ghana,Crystal,2.0
Ghana,Dart,17.0
Ghana,Elixir,3.0
Ghana,Erlang,2.0
Ghana,Go,5.0
Ghana,Groovy,1.0
Ghana,HTML/CSS,56.0
Ghana,Java,35.0
Ghana,JavaScript,60.0
Ghana,Kotlin,7.0
Ghana,LISP,1.0
Ghana,Matlab,8.0
Ghana,Node.js,27.0
Ghana,Objective-C,1.0
Ghana,PHP,39.0
Ghana,PowerShell,3.0
Ghana,Python,37.0
Ghana,R,2.0
Ghana,Ruby,3.0
Ghana,Rust,1.0
Ghana,SQL,32.0
Ghana,Swift,5.0
Ghana,TypeScript,25.0
Ghana,VBA,3.0
Greece,APL,1.0
Greece,Assembly,52.0
Greece,Bash/Shell,126.0
Greece,C,155.0
Greece,C#,146.0
Greece,C++,145.0
Greece,COBOL,3.0
Greece,Clojure,10.0
Greece,Crystal,1.0
Greece,Dart,20.0
Greece,Delphi,21.0
Greece,Elixir,5.0
Greece,Erlang,1.0
Greece,F#,4.0
Greece,Go,45.0
Greece,Groovy,15.0
Greece,HTML/CSS,313.0
Greece,Haskell,10.0
Greece,Java,243.0
Greece,JavaScript,340.0
Greece,Julia,5.0
Greece,Kotlin,40.0
Greece,LISP,4.0
Greece,Matlab,59.0
Greece,Node.js,165.0
Greece,Objective-C,11.0
Greece,PHP,137.0
Greece,Perl,12.0
Greece,PowerShell,39.0
Greece,Python,280.0
Greece,R,34.0
Greece,Ruby,33.0
Greece,Rust,20.0
Greece,SQL,279.0
Greece,Scala,15.0
Greece,Swift,20.0
Greece,TypeScript,126.0
Greece,VBA,29.0
Guatemala,APL,1.0
Guatemala,Assembly,1.0
Guatemala,Bash/Shell,13.0
Guatemala,C,8.0
Guatemala,C#,16.0
Guatemala,C++,15.0
Guatemala,Crystal,2.0
Guatemala,Dart,8.0
Guatemala,Delphi,1.0
Guatemala,Elixir,1.0
Guatemala,Go,3.0
Guatemala,Groovy,2.0
Guatemala,HTML/CSS,38.0
Guatemala,Java,21.0
Guatemala,JavaScript,48.0
Guatemala,Julia,2.0
Guatemala,Kotlin,7.0
Guatemala,LISP,1.0
Guatemala,Matlab,1.0
Guatemala,Node.js,28.0
Guatemala,Objective-C,3.0
Guatemala,PHP,16.0
Guatemala,PowerShell,4.0
Guatemala,Python,25.0
Guatemala,R,6.0
Guatemala,Ruby,1.0
Guatemala,Rust,2.0
Guatemala,SQL,36.0
Guatemala,Scala,1.0
Guatemala,Swift,3.0
Guatemala,TypeScript,19.0
Guatemala,VBA,7.0
Guinea,HTML/CSS,2.0
Guinea,Java,2.0
Guinea,JavaScript,2.0
Guinea,PHP,2.0
Guinea,Python,1.0
Guinea,SQL,2.0
Guinea,TypeScript,1.0
Guyana,C,2.0
Guyana,C++,1.0
Guyana,Dart,1.0
Guyana,HTML/CSS,3.0
Guyana,Haskell,1.0
Guyana,Java,2.0
Guyana,JavaScript,4.0
Guyana,Kotlin,1.0
Guyana,Node.js,3.0
Guyana,PHP,4.0
Guyana,Python,3.0
Guyana,SQL,3.0
Guyana,TypeScript,1.0
Haiti,Bash/Shell,1.0
Haiti,C,3.0
Haiti,C#,2.0
Haiti,C++,3.0
Haiti,Dart,1.0
Haiti,HTML/CSS,3.0
Haiti,Java,2.0
Haiti,JavaScript,4.0
Haiti,Kotlin,1.0
Haiti,Matlab,1.0
Haiti,Node.js,4.0
Haiti,PHP,4.0
Haiti,Perl,1.0
Haiti,PowerShell,1.0
Haiti,Python,3.0
Haiti,Ruby,1.0
Haiti,SQL,4.0
Haiti,TypeScript,3.0
Haiti,VBA,1.0
Honduras,Bash/Shell,5.0
Honduras,C,2.0
Honduras,C#,10.0
Honduras,C++,4.0
Honduras,Dart,6.0
Honduras,Delphi,1.0
Honduras,Go,1.0
Honduras,Groovy,1.0
Honduras,HTML/CSS,17.0
Honduras,Java,6.0
Honduras,JavaScript,19.0
Honduras,Julia,1.0
Honduras,Matlab,1.0
Honduras,Node.js,13.0
Honduras,PHP,6.0
Honduras,Python,9.0
Honduras,R,1.0
Honduras,Ruby,2.0
Honduras,Rust,2.0
Honduras,SQL,13.0
Honduras,Swift,1.0
Honduras,TypeScript,10.0
Honduras,VBA,1.0
Hong Kong (S.A.R.),APL,1.0
Hong Kong (S.A.R.),Assembly,8.0
Hong Kong (S.A.R.),Bash/Shell,53.0
Hong Kong (S.A.R.),C,30.0
Hong Kong (S.A.R.),C#,41.0
Hong Kong (S.A.R.),C++,38.0
Hong Kong (S.A.R.),Clojure,3.0
Hong Kong (S.A.R.),Crystal,1.0
Hong Kong (S.A.R.),Dart,15.0
Hong Kong (S.A.R.),Delphi,4.0
Hong Kong (S.A.R.),Elixir,4.0
Hong Kong (S.A.R.),Erlang,3.0
Hong Kong (S.A.R.),F#,3.0
Hong Kong (S.A.R.),Go,27.0
Hong Kong (S.A.R.),Groovy,3.0
Hong Kong (S.A.R.),HTML/CSS,110.0
Hong Kong (S.A.R.),Haskell,2.0
Hong Kong (S.A.R.),Java,68.0
Hong Kong (S.A.R.),JavaScript,127.0
Hong Kong (S.A.R.),Julia,5.0
Hong Kong (S.A.R.),Kotlin,21.0
Hong Kong (S.A.R.),Matlab,8.0
Hong Kong (S.A.R.),Node.js,87.0
Hong Kong (S.A.R.),Objective-C,10.0
Hong Kong (S.A.R.),PHP,49.0
Hong Kong (S.A.R.),Perl,4.0
Hong Kong (S.A.R.),PowerShell,27.0
Hong Kong (S.A.R.),Python,98.0
Hong Kong (S.A.R.),R,11.0
Hong Kong (S.A.R.),Ruby,13.0
Hong Kong (S.A.R.),Rust,9.0
Hong Kong (S.A.R.),SQL,97.0
Hong Kong (S.A.R.),Scala,1.0
Hong Kong (S.A.R.),Swift,17.0
Hong Kong (S.A.R.),TypeScript,60.0
Hong Kong (S.A.R.),VBA,14.0
Hungary,Assembly,29.0
Hungary,Bash/Shell,125.0
Hungary,C,87.0
Hungary,C#,155.0
Hungary,C++,133.0
Hungary,Clojure,13.0
Hungary,Dart,37.0
Hungary,Delphi,22.0
Hungary,Elixir,2.0
Hungary,Erlang,4.0
Hungary,F#,2.0
Hungary,Go,31.0
Hungary,Groovy,13.0
Hungary,HTML/CSS,261.0
Hungary,Haskell,15.0
Hungary,Java,163.0
Hungary,JavaScript,281.0
Hungary,Julia,7.0
Hungary,Kotlin,44.0
Hungary,LISP,6.0
Hungary,Matlab,19.0
Hungary,Node.js,157.0
Hungary,Objective-C,13.0
Hungary,PHP,110.0
Hungary,Perl,14.0
Hungary,PowerShell,42.0
Hungary,Python,197.0
Hungary,R,14.0
Hungary,Ruby,23.0
Hungary,Rust,28.0
Hungary,SQL,199.0
Hungary,Scala,7.0
Hungary,Swift,15.0
Hungary,TypeScript,152.0
Hungary,VBA,20.0
Iceland,Assembly,1.0
Iceland,Bash/Shell,11.0
Iceland,C,4.0
Iceland,C#,7.0
Iceland,C++,7.0
Iceland,Dart,4.0
Iceland,Delphi,1.0
Iceland,Elixir,2.0
Iceland,Erlang,2.0
Iceland,F#,2.0
Iceland,Go,8.0
Iceland,HTML/CSS,15.0
Iceland,Haskell,1.0
Iceland,Java,8.0
Iceland,JavaScript,24.0
Iceland,Julia,2.0
Iceland,Kotlin,3.0
Iceland,LISP,1.0
Iceland,Matlab,2.0
Iceland,Node.js,19.0
Iceland,Objective-C,1.0
Iceland,PHP,2.0
Iceland,PowerShell,2.0
Iceland,Python,25.0
Iceland,R,3.0
Iceland,Ruby,3.0
Iceland,Rust,5.0
Iceland,SQL,18.0
Iceland,Scala,2.0
Iceland,Swift,3.0
Iceland,TypeScript,12.0
India,APL,37.0
India,Assembly,347.0
India,Bash/Shell,1390.0
India,C,2809.0
India,C#,1497.0
India,C++,2912.0
India,COBOL,42.0
India,Clojure,48.0
India,Crystal,22.0
India,Dart,891.0
India,Delphi,19.0
India,Elixir,51.0
India,Erlang,28.0
India,F#,13.0
India,Go,587.0
India,Groovy,189.0
India,HTML/CSS,5443.0
India,Haskell,59.0
India,Java,4108.0
India,JavaScript,6006.0
India,Julia,74.0
India,Kotlin,765.0
India,LISP,50.0
India,Matlab,498.0
India,Node.js,3136.0
India,Objective-C,251.0
India,PHP,1897.0
India,Perl,132.0
India,PowerShell,540.0
India,Python,4885.0
India,R,434.0
India,Ruby,286.0
India,Rust,243.0
India,SQL,3982.0
India,Scala,192.0
India,Swift,357.0
India,TypeScript,2171.0
India,VBA,274.0
Indonesia,APL,4.0
Indonesia,Assembly,20.0
Indonesia,Bash/Shell,78.0
Indonesia,C,98.0
Indonesia,C#,135.0
Indonesia,C++,143.0
Indonesia,COBOL,4.0
Indonesia,Clojure,5.0
Indonesia,Crystal,1.0
Indonesia,Dart,82.0
Indonesia,Delphi,23.0
Indonesia,Elixir,10.0
Indonesia,Erlang,4.0
Indonesia,F#,4.0
Indonesia,Go,84.0
Indonesia,Groovy,11.0
Indonesia,HTML/CSS,356.0
Indonesia,Haskell,11.0
Indonesia,Java,219.0
Indonesia,JavaScript,422.0
Indonesia,Julia,3.0
Indonesia,Kotlin,77.0
Indonesia,LISP,4.0
Indonesia,Matlab,27.0
Indonesia,Node.js,225.0
Indonesia,Objective-C,19.0
Indonesia,PHP,313.0
Indonesia,Perl,4.0
Indonesia,PowerShell,29.0
Indonesia,Python,245.0
Indonesia,R,29.0
Indonesia,Ruby,43.0
Indonesia,Rust,24.0
Indonesia,SQL,304.0
Indonesia,Scala,7.0
Indonesia,Swift,31.0
Indonesia,TypeScript,151.0
Indonesia,VBA,30.0
"Iran, Islamic Republic of...",APL,3.0
"Iran, Islamic Republic of...",Assembly,47.0
"Iran, Islamic Republic of...",Bash/Shell,144.0
